Id, Throughput in this window (events/second), Entire throughput for the run (events/second), Total elapsed time(s), Average latency per event (ms), Entire Average latency per event (ms), Total number of events received (non-atomic)
80,28901,21768,36.751,1.1545,2.03079375,800000
81,24330,21796,37.162,1.4799,2.0239925925925926,810000
82,35714,21900,37.442,1.5185,2.017828048780488,820000
83,63694,22075,37.599,1.2958,2.0091289156626506,830000
84,22883,22084,38.036,0.8744,1.9956202380952381,840000
85,39840,22200,38.288,1.5501,1.9903788235294118,850000
86,102040,22404,38.386,2.711,1.9987581395348837,860000
87,29940,22469,38.72,1.6847,1.9951482758620689,870000
88,29673,22531,39.057,2.2335,1.9978568181818182,880000
89,45045,22657,39.28,1.1481,1.988308988764045,890000
90,94339,22850,39.386,0.9658,1.9769477777777777,900000
91,41152,22962,39.629,3.1864,1.9902384615384616,910000
92,100000,23156,39.729,1.048,1.9799967391304347,920000
93,48543,23287,39.935,1.1878,1.9714784946236559,930000
94,64102,23446,40.091,2.6632,1.9788372340425533,940000
95,24813,23460,40.494,1.241,1.9710705263157895,950000
96,88495,23641,40.607,0.439,1.9551114583333333,960000
97,28169,23680,40.962,0.8519,1.9437381443298969,970000
98,19569,23629,41.473,1.6631,1.9408744897959185,980000
99,29069,23674,41.817,0.7365,1.928709090909091,990000
100,58479,23815,41.989,1.0864,1.920286,1000000
101,114942,24004,42.076,1.8851,1.9199376237623762,1010000
102,68493,24158,42.222,2.1398,1.922093137254902,1020000
103,41152,24255,42.465,0.9471,1.9126271844660194,1030000
104,40983,24350,42.71,3.4293,1.927210576923077,1040000
105,27397,24375,43.076,1.0743,1.9190876190476192,1050000
106,34722,24444,43.364,1.5004,1.9151377358490567,1060000
107,102040,24619,43.462,2.2941,1.9186794392523365,1070000
108,19011,24551,43.989,1.0319,1.9104685185185186,1080000
109,40485,24640,44.236,2.4605,1.9155146788990827,1090000
110,24509,24639,44.644,1.2568,1.9095263636363637,1100000
111,51282,24755,44.839,1.4186,1.9051036036036035,1110000
112,40322,24840,45.087,2.1639,1.9074142857142857,1120000
113,42016,24931,45.325,1.8158,1.9066035398230088,1130000
114,48780,25037,45.531,1.0762,1.899319298245614,1140000
115,30864,25079,45.855,0.7962,1.8897269565217392,1150000
116,43103,25169,46.087,1.3056,1.8846913793103448,1160000
117,62111,25297,46.249,1.2341,1.8791307692307693,1170000
118,30864,25336,46.573,1.459,1.875570338983051,1180000
119,31746,25379,46.888,1.2898,1.8706478991596638,1190000
120,57471,25497,47.063,1.9992,1.8717191666666666,1200000
121,63694,25624,47.221,0.8579,1.8633404958677686,1210000
122,19193,25554,47.742,3.3229,1.8753040983606557,1220000
123,29940,25584,48.076,2.7689,1.882569105691057,1230000
124,46511,25677,48.291,1.5472,1.8798645161290322,1240000
125,40983,25754,48.536,1.3472,1.8756032,1250000
126,29940,25782,48.87,0.9167,1.8679928571428572,1260000
127,95238,25931,48.975,0.6014,1.85801968503937,1270000
128,47393,26023,49.187,0.5172,1.84754453125,1280000
129,46728,26112,49.401,2.2483,1.8506511627906976,1290000
130,32051,26149,49.714,1.3835,1.8470576923076922,1300000
131,51020,26247,49.91,1.6429,1.8454992366412213,1310000
132,30303,26273,50.24,1.6238,1.843819696969697,1320000
133,47393,26362,50.451,1.8656,1.8439834586466166,1330000
134,45248,26444,50.672,2.643,1.8499462686567165,1340000
135,100000,26589,50.772,1.6392,1.8483851851851851,1350000
136,75757,26716,50.904,1.7684,1.8477970588235295,1360000
137,56818,26820,51.08,1.7032,1.8467416058394162,1370000
138,33444,26859,51.379,2.1204,1.8487246376811595,1380000
139,52910,26954,51.568,1.0491,1.8429719424460431,1390000
140,87719,27088,51.682,1.1264,1.8378535714285715,1400000
141,23201,27056,52.113,3.2929,1.84817304964539,1410000
142,91743,27191,52.222,0.7159,1.8401992957746478,1420000
143,47619,27273,52.432,0.5601,1.8312475524475524,1430000
144,39840,27332,52.684,1.1728,1.826675,1440000
145,20491,27269,53.172,3.4754,1.8380455172413792,1450000
146,71428,27385,53.312,0.8527,1.8312965753424657,1460000
147,40160,27445,53.561,0.5025,1.8222571428571428,1470000
148,30487,27463,53.889,1.4321,1.819620945945946,1480000
149,101010,27598,53.988,2.2001,1.8221744966442952,1490000
150,50251,27681,54.187,1.2484,1.8183493333333334,1500000
151,45248,27753,54.408,1.2469,1.8145649006622517,1510000
152,30395,27769,54.737,0.9082,1.8086019736842105,1520000
153,96153,27898,54.841,1.7218,1.8080346405228758,1530000
154,48309,27975,55.048,2.4896,1.8124603896103897,1540000
155,64516,28078,55.203,3.4779,1.8232051612903226,1550000
156,35587,28116,55.484,2.5713,1.828000641025641,1560000
157,151515,28262,55.55,2.563,1.8326821656050956,1570000
158,43103,28324,55.782,0.7356,1.8257386075949367,1580000
159,33898,28353,56.077,1.219,1.821922641509434,1590000
160,44444,28418,56.302,1.0839,1.81731,1600000
161,188679,28568,56.355,1.2406,1.813727950310559,1610000
162,47169,28638,56.567,3.1233,1.8218117283950617,1620000
163,46296,28705,56.783,1.083,1.8172791411042946,1630000
164,84033,28820,56.903,1.7933,1.8171329268292682,1640000
165,28571,28818,57.254,1.5312,1.8154,1650000
166,25839,28798,57.641,1.5282,1.8136698795180723,1660000
167,57142,28884,57.816,1.6888,1.8129221556886228,1670000
168,33898,28910,58.111,1.8674,1.8132464285714285,1680000
169,30487,28919,58.439,1.2037,1.8096396449704142,1690000
170,19267,28833,58.959,1.9945,1.8107270588235294,1700000
171,50251,28905,59.158,1.2843,1.807648538011696,1710000
172,40160,28952,59.407,0.778,1.8016622093023256,1720000
173,30581,28961,59.734,1.2045,1.7982104046242775,1730000
174,95238,29078,59.839,2.4359,1.8018752873563217,1740000
175,41841,29128,60.078,2.2589,1.8044868571428572,1750000
176,48780,29195,60.283,2.9646,1.8110784090909091,1760000
177,37313,29231,60.551,2.0378,1.8123593220338983,1770000
178,52910,29305,60.74,2.1163,1.8140668539325844,1780000
179,52083,29377,60.932,1.1132,1.8101513966480447,1790000
180,56179,29455,61.11,5.0941,1.8283955555555556,1800000
181,46948,29515,61.323,1.7776,1.8281149171270719,1810000
182,105263,29633,61.418,0.7899,1.8224104395604395,1820000
183,64102,29720,61.574,0.7912,1.8167754098360656,1830000
184,32786,29735,61.879,0.8677,1.8116173913043478,1840000
185,99009,29848,61.98,1.4966,1.8099145945945947,1850000
186,39525,29887,62.233,0.5992,1.803405376344086,1860000
187,63694,29972,62.39,1.9916,1.8044117647058824,1870000
188,96153,30082,62.495,1.4091,1.8023090425531916,1880000
189,42194,30128,62.732,2.154,1.8041698412698413,1890000
190,86206,30231,62.848,1.5204,1.8026763157894736,1900000
191,42553,30277,63.083,2.0942,1.804202617801047,1910000
192,44052,30326,63.31,1.1185,1.80063125,1920000
193,46948,30382,63.523,1.2538,1.79779792746114,1930000
194,94339,30489,63.629,1.7617,1.797611855670103,1940000
195,39525,30525,63.882,1.1005,1.794036923076923,1950000
196,52910,30591,64.071,2.357,1.7969091836734694,1960000
197,34965,30610,64.357,2.2616,1.7992680203045686,1970000
198,26315,30585,64.737,1.2801,1.7966459595959596,1980000
199,30120,30582,65.069,0.9797,1.792540703517588,1990000
200,25575,30553,65.46,1.1809,1.7894825,2000000
201,43859,30599,65.688,0.9122,1.7851179104477612,2010000
202,47619,30653,65.898,1.1008,1.781730198019802,2020000
203,56818,30723,66.074,0.7547,1.7766709359605912,2030000
204,33003,30733,66.378,1.1643,1.773669117647059,2040000
205,46082,30783,66.595,2.5009,1.7772165853658537,2050000
206,48543,30837,66.801,0.9484,1.7731932038834952,2060000
207,42918,30879,67.034,1.0782,1.7698357487922705,2070000
208,30674,30878,67.36,0.9721,1.7660004807692307,2080000
209,53475,30941,67.547,2.1015,1.7676057416267943,2090000
210,21834,30880,68.005,1.0082,1.7639895238095238,2100000
211,23584,30834,68.43,1.772,1.7640274881516587,2110000
212,55248,30898,68.611,1.3883,1.7622551886792452,2120000
213,90090,30994,68.722,1.3072,1.760118779342723,2130000
214,22624,30940,69.164,1.1314,1.7571808411214953,2140000
215,74626,31025,69.298,1.1724,1.7544609302325582,2150000
216,45454,31071,69.518,0.8707,1.7503694444444444,2160000
217,43859,31112,69.746,0.9817,1.7468271889400921,2170000
218,103092,31212,69.843,1.0092,1.7434435779816513,2180000
219,64935,31287,69.997,1.0467,1.740262100456621,2190000
220,44843,31330,70.22,1.4404,1.738899090909091,2200000
221,42735,31367,70.454,2.747,1.743460633484163,2210000
222,46728,31414,70.668,1.5598,1.7426333333333333,2220000
223,61728,31483,70.83,2.227,1.7448053811659192,2230000
224,76923,31567,70.96,1.497,1.7436991071428571,2240000
225,33783,31576,71.256,1.9458,1.7445973333333333,2250000
226,59880,31642,71.423,1.318,1.7427097345132743,2260000
227,62500,31711,71.583,0.755,1.73835859030837,2270000
228,90090,31801,71.694,2.0541,1.7397434210526317,2280000
229,36764,31820,71.966,2.3731,1.7425091703056768,2290000
230,35971,31836,72.244,0.8418,1.7385930434782608,2300000
231,48309,31883,72.451,3.2985,1.7453458874458874,2310000
232,22075,31822,72.904,1.6308,1.7448521551724139,2320000
233,109890,31919,72.995,0.8196,1.7408811158798283,2330000
234,66666,31991,73.145,1.5114,1.7399004273504273,2340000
235,28571,31974,73.495,3.015,1.7453263829787233,2350000
236,33222,31980,73.796,1.6949,1.7451127118644068,2360000
237,30487,31973,74.124,0.8529,1.7413481012658227,2370000
238,54054,32028,74.309,0.8747,1.7377067226890757,2380000
239,35971,32043,74.587,1.4211,1.736382008368201,2390000
240,38461,32065,74.847,1.2839,1.7344966666666666,2400000
241,30303,32057,75.177,2.7445,1.73868755186722,2410000
242,91743,32144,75.286,1.1084,1.7360830578512396,2420000
243,38022,32164,75.549,1.22,1.7339592592592592,2430000
244,64516,32230,75.704,1.0359,1.7310983606557377,2440000
245,55555,32286,75.884,1.5941,1.7305391836734694,2450000
246,36900,32302,76.155,1.1387,1.7281333333333333,2460000
247,22522,32245,76.599,0.8577,1.7246093117408907,2470000
248,47393,32287,76.811,1.0352,1.721829435483871,2480000
249,34013,32293,77.105,0.9865,1.7188763052208835,2490000
250,28901,32278,77.451,0.9332,1.7157336,2500000
251,89285,32360,77.563,2.7387,1.7198091633466135,2510000
252,44843,32396,77.786,1.894,1.720500396825397,2520000
253,21978,32335,78.241,1.5599,1.7198656126482212,2530000
254,34246,32343,78.533,1.8808,1.720499212598425,2540000
255,65359,32406,78.688,0.8035,1.716903137254902,2550000
256,35460,32417,78.97,1.8154,1.717287890625,2560000
257,46082,32454,79.188,2.3194,1.7196307392996109,2570000
258,59171,32511,79.357,0.719,1.7157523255813953,2580000
259,48543,32552,79.563,0.6981,1.711823166023166,2590000
260,33898,32557,79.858,0.6358,1.7076846153846155,2600000
261,85470,32635,79.975,1.0156,1.7050329501915709,2610000
262,31847,32632,80.289,0.9877,1.702295038167939,2620000
263,208333,32737,80.337,0.3231,1.6970509505703422,2630000
264,28248,32717,80.691,0.9312,1.69415,2640000
265,43478,32747,80.921,1.4742,1.69332,2650000
266,50251,32790,81.12,0.7964,1.6899481203007518,2660000
267,31645,32786,81.436,0.9005,1.6869913857677903,2670000
268,46948,32823,81.649,1.2926,1.685519776119403,2680000
269,28011,32802,82.006,1.7932,1.6859200743494425,2690000
270,89285,32879,82.118,1.2539,1.68432,2700000
271,55555,32929,82.298,1.5871,1.6839612546125462,2710000
272,68027,32991,82.445,1.4901,1.6832485294117647,2720000
273,78740,33061,82.573,1.5603,1.6827981684981685,2730000
274,58823,33114,82.743,0.7105,1.6792496350364963,2740000
275,28328,33094,83.096,2.4102,1.6819076363636363,2750000
276,90909,33170,83.206,1.1485,1.679975,2760000
277,41152,33193,83.449,1.4803,1.6792541516245487,2770000
278,48309,33231,83.656,1.6047,1.6789859712230215,2780000
279,63291,33287,83.814,1.3623,1.6778508960573477,2790000
280,44642,33318,84.038,1.4296,1.6769642857142857,2800000
281,45871,33350,84.256,0.9418,1.6743480427046262,2810000
282,106382,33432,84.35,1.4828,1.6736687943262412,2820000
283,58139,33482,84.522,0.8379,1.6707155477031803,2830000
284,66666,33541,84.672,2.5084,1.6736651408450705,2840000
285,26595,33510,85.048,0.9556,1.6711456140350878,2850000
286,50505,33549,85.246,1.0819,1.6690853146853146,2860000
287,99009,33627,85.347,1.5831,1.6687857142857143,2870000
288,29069,33609,85.691,1.5032,1.6682107638888888,2880000
289,33333,33608,85.991,1.8441,1.6688193771626298,2890000
290,89285,33680,86.103,3.0359,1.6735334482758621,2900000
291,45454,33710,86.323,1.148,1.6717274914089346,2910000
292,72992,33772,86.46,1.783,1.6721085616438356,2920000
293,25062,33732,86.859,1.8522,1.6727232081911263,2930000
294,44444,33760,87.084,0.7563,1.6696061224489795,2940000
295,98039,33835,87.186,1.4297,1.6687928813559323,2950000
296,85470,33904,87.303,1.3973,1.6678756756756756,2960000
297,51020,33943,87.499,1.2615,1.6665074074074073,2970000
298,46728,33974,87.713,2.8162,1.6703654362416107,2980000
299,34364,33975,88.004,0.9016,1.6677943143812708,2990000
300,42553,33998,88.24,1.3751,1.6668186666666667,3000000
301,49261,34033,88.443,1.1953,1.6652521594684386,3010000
302,93457,34105,88.55,2.0803,1.666626490066225,3020000
303,60975,34154,88.714,2.7688,1.6702640264026403,3030000
304,25000,34113,89.114,0.9956,1.6680447368421052,3040000
305,42016,34134,89.352,1.7454,1.6682983606557378,3050000
306,109890,34211,89.443,0.8054,1.665478431372549,3060000
307,23310,34159,89.873,1.0487,1.6634693811074919,3070000
308,41666,34179,90.113,0.8573,1.6608519480519481,3080000
309,34013,34178,90.407,1.2992,1.6596815533980582,3090000
310,66666,34232,90.557,0.8882,1.6571929032258064,3100000
311,30303,34218,90.887,1.0991,1.6553983922829583,3110000
312,67567,34272,91.035,2.4285,1.657876282051282,3120000
313,45871,34300,91.253,0.8627,1.6553357827476038,3130000
314,26954,34270,91.624,1.1572,1.6537493630573248,3140000
315,28248,34247,91.978,0.9423,1.6514907936507937,3150000
316,24271,34202,92.391,0.7059,1.648498417721519,3160000
317,87719,34268,92.505,1.4348,1.6478242902208202,3170000
318,45248,34294,92.726,1.6,1.6476738993710691,3180000
319,45248,34320,92.947,0.9394,1.645453605015674,3190000
320,36496,34327,93.221,2.3105,1.647531875,3200000
321,123456,34404,93.302,0.8998,1.645202492211838,3210000
322,40650,34420,93.548,2.5988,1.6481639751552795,3220000
323,33557,34418,93.846,2.1295,1.6496541795665636,3230000
324,57471,34460,94.02,1.2396,1.6483885802469136,3240000
325,26041,34426,94.404,1.5158,1.6479806153846155,3250000
326,46511,34453,94.619,2.1217,1.6494337423312884,3260000
327,49019,34485,94.823,1.225,1.6481357798165137,3270000
328,55555,34525,95.003,0.9403,1.645977743902439,3280000
329,49019,34555,95.208,1.4835,1.6454838905775075,3290000
330,48076,34585,95.416,1.7174,1.6457018181818182,3300000
331,30303,34570,95.746,0.9874,1.643712990936556,3310000
332,100000,34638,95.846,5.214,1.6544668674698795,3320000
333,34843,34639,96.133,1.4032,1.6537123123123123,3330000
334,35460,34641,96.415,0.694,1.6508389221556887,3340000
335,34482,34641,96.705,2.4047,1.6530892537313433,3350000
336,44247,34663,96.931,7.202,1.6696038690476191,3360000
337,62500,34709,97.091,0.4639,1.6660261127596439,3370000
338,45662,34734,97.31,2.0008,1.6670165680473372,3380000
339,102040,34802,97.408,1.07,1.6652554572271387,3390000
340,31347,34790,97.727,0.8097,1.6627391176470587,3400000
341,30303,34775,98.057,1.3837,1.6619208211143695,3410000
342,90090,34838,98.168,2.9142,1.665582456140351,3420000
343,44843,34860,98.391,1.5847,1.6653466472303207,3430000
344,28248,34837,98.745,1.2542,1.6641514534883721,3440000
345,46948,34863,98.958,1.3754,1.6633144927536232,3450000
346,70422,34914,99.1,1.1985,1.661971098265896,3460000
347,21834,34854,99.558,1.4149,1.6612590778097982,3470000
348,35211,34855,99.842,2.5366,1.6637744252873563,3480000
349,101010,34920,99.941,1.7812,1.664110888252149,3490000
350,40160,34933,100.19,1.3648,1.6632557142857143,3500000
351,31347,34922,100.509,1.5588,1.6629581196581196,3510000
352,24154,34878,100.923,1.7754,1.663277556818182,3520000
353,48076,34904,101.132,1.348,1.662384419263456,3530000
354,33222,34899,101.433,2.4534,1.6646189265536724,3540000
355,47846,34926,101.642,1.0456,1.6628752112676057,3550000
356,31347,34915,101.961,0.9775,1.66095,3560000
357,59523,34955,102.129,0.8371,1.6586422969187675,3570000
358,52083,34987,102.321,2.1662,1.6600600558659218,3580000
359,19841,34913,102.825,1.0833,1.6584534818941503,3590000
360,55248,34949,103.006,2.0619,1.6595741666666666,3600000
361,71942,34999,103.145,1.0074,1.657767590027701,3610000
362,40816,35013,103.39,1.9381,1.6585419889502762,3620000
363,48076,35039,103.598,0.7944,1.656161432506887,3630000
364,50251,35068,103.797,1.2951,1.6551695054945055,3640000
365,107526,35133,103.89,1.2299,1.6540043835616438,3650000
366,38759,35142,104.148,2.1588,1.655383606557377,3660000
367,94339,35202,104.254,0.6894,1.6527514986376022,3670000
368,40485,35214,104.501,2.148,1.6540972826086957,3680000
369,43290,35232,104.732,0.9434,1.6521712737127372,3690000
370,76923,35284,104.862,3.5386,1.6572697297297296,3700000
371,51546,35314,105.056,2.9019,1.6606245283018868,3710000
372,29940,35297,105.39,2.1071,1.6618247311827956,3720000
373,33333,35291,105.69,0.6743,1.6591772117962467,3730000
374,89285,35349,105.802,0.5936,1.65632807486631,3740000
375,46296,35371,106.018,1.0987,1.6548410666666666,3750000
376,70422,35418,106.16,1.0091,1.6531236702127658,3760000
377,32362,35409,106.469,0.9603,1.6512859416445624,3770000
378,24154,35365,106.883,1.427,1.6506925925925926,3780000
379,90909,35422,106.993,0.5739,1.647851451187335,3790000
380,85470,35477,107.111,1.1452,1.6465286842105262,3800000
381,27322,35449,107.477,1.8668,1.6471068241469817,3810000
382,46948,35472,107.69,1.6057,1.6469984293193718,3820000
383,25510,35436,108.082,1.5908,1.6468516971279374,3830000
384,58823,35472,108.253,0.9726,1.6450958333333334,3840000
385,24813,35432,108.656,1.9865,1.6459825974025974,3850000
386,47169,35455,108.868,1.582,1.6458168393782384,3860000
387,44642,35474,109.092,1.181,1.6446157622739017,3870000
388,104166,35535,109.188,0.5651,1.641833505154639,3880000
389,36764,35538,109.46,0.6241,1.6392172236503857,3890000
390,43859,35555,109.688,2.0761,1.6403374358974359,3900000
391,47619,35578,109.898,1.7381,1.6405874680306904,3910000
392,44843,35597,110.121,0.4478,1.637544642857143,3920000
393,92592,35653,110.229,0.4957,1.6346391857506362,3930000
394,29069,35632,110.573,2.1901,1.6360489847715736,3940000
395,49261,35657,110.776,0.6931,1.6336617721518987,3950000
396,31347,35644,111.096,1.3133,1.6328527777777777,3960000
397,26041,35611,111.48,1.205,1.6317750629722922,3970000
398,47619,35634,111.69,2.16,1.6331022613065327,3980000
399,75757,35681,111.822,1.2928,1.632249373433584,3990000
400,72463,35727,111.96,4.1852,1.63863175,4000000
401,45454,35746,112.18,2.1465,1.6398982543640899,4010000
402,99009,35803,112.281,2.0175,1.6408375621890547,4020000
403,74626,35849,112.415,3.63,1.6457734491315137,4030000
404,25974,35815,112.801,1.2158,1.6447091584158415,4040000
405,70422,35858,112.943,1.0489,1.643238024691358,4050000
406,105263,35917,113.038,2.4843,1.6453096059113301,4060000
407,29498,35897,113.377,1.3017,1.6444653562653562,4070000
408,116279,35958,113.463,2.5826,1.646764705882353,4080000
409,44444,35975,113.688,2.0669,1.6477919315403422,4090000
410,28818,35953,114.035,1.5696,1.6476012195121952,4100000
411,73529,35998,114.171,1.8537,1.6481026763990267,4110000
412,84033,36048,114.29,0.7383,1.6458944174757282,4120000
413,36630,36049,114.564,0.6625,1.6435133171912832,4130000
414,53763,36078,114.75,1.0716,1.642131884057971,4140000
415,74074,36123,114.885,1.6072,1.6420477108433735,4150000
416,98039,36178,114.987,0.4832,1.6392620192307692,4160000
417,45871,36196,115.205,0.9573,1.637626618705036,4170000
418,45662,36214,115.424,1.174,1.6365174641148326,4180000
419,30959,36199,115.747,1.1389,1.6353298329355608,4190000
420,23584,36153,116.171,1.0046,1.6338280952380952,4200000
421,49751,36177,116.372,1.2706,1.6329653206650832,4210000
422,46082,36195,116.589,1.5288,1.6327184834123223,4220000
423,84033,36244,116.708,0.2839,1.6295297872340426,4230000
424,29498,36224,117.047,0.5831,1.6270617924528301,4240000
425,32679,36215,117.353,1.642,1.6270969411764706,4250000
426,96153,36268,117.457,1.146,1.6259676056338028,4260000
427,24154,36225,117.872,1.4633,1.6255866510538641,4270000
428,33222,36218,118.173,1.3781,1.6250084112149532,4280000
429,22988,36169,118.608,1.5762,1.6248946386946388,4290000
430,111111,36226,118.698,1.3908,1.6243502325581396,4300000
431,66666,36264,118.848,0.7569,1.6223375870069605,4310000
432,52083,36290,119.04,1.4048,1.6218340277777779,4320000
433,72463,36332,119.178,3.076,1.6251923787528868,4330000
434,51546,36356,119.372,1.4193,1.6247179723502305,4340000
435,35087,36353,119.657,1.2829,1.623932183908046,4350000
436,23474,36308,120.083,1.9113,1.6245912844036696,4360000
437,32679,36298,120.389,0.8726,1.6228704805491991,4370000
438,46948,36317,120.602,0.8118,1.6210187214611873,4380000
439,33222,36310,120.903,0.683,1.6188820045558086,4390000
440,29154,36289,121.246,1.4591,1.6185188636363637,4400000
441,45045,36305,121.468,1.7797,1.6188843537414965,4410000
442,45248,36321,121.69,2.7969,1.6215495475113122,4420000
443,51813,36346,121.883,0.6247,1.619299322799097,4430000
444,149253,36408,121.95,1.6371,1.6193394144144144,4440000
445,50761,36431,122.147,0.5818,1.6170078651685393,4450000
446,47169,36450,122.359,0.7404,1.6150423766816144,4460000
447,28735,36428,122.707,1.1462,1.6139935123042506,4470000
448,49504,36449,122.909,0.813,1.612205580357143,4480000
449,34129,36444,123.202,0.9822,1.6108024498886415,4490000
450,28011,36419,123.559,1.0655,1.6095906666666666,4500000
451,70422,36458,123.701,1.7939,1.60999933481153,4510000
452,34722,36454,123.989,1.8529,1.6105367256637169,4520000
453,24630,36416,124.395,2.0793,1.611571523178808,4530000
454,53191,36441,124.583,1.1392,1.6105310572687224,4540000
455,30303,36425,124.913,2.0969,1.6116,4550000
456,87719,36472,125.027,0.4565,1.6090668859649122,4560000
457,41666,36482,125.267,1.1094,1.60797352297593,4570000
458,111111,36535,125.357,0.868,1.6063578602620088,4580000
459,64516,36570,125.512,1.7797,1.6067355119825708,4590000
460,30120,36553,125.844,0.9295,1.6052632608695652,4600000
461,61728,36585,126.006,0.4997,1.602865075921909,4610000
462,59880,36616,126.173,0.8566,1.6012497835497836,4620000
463,25062,36579,126.572,0.9142,1.5997658747300216,4630000
464,32051,36568,126.884,1.0391,1.5985575431034482,4640000
465,73529,36608,127.02,1.068,1.5974165591397849,4650000
466,37878,36611,127.284,1.0039,1.5961429184549356,4660000
467,63694,36644,127.441,1.3094,1.5955289079229122,4670000
468,66225,36679,127.592,1.9024,1.5961846153846153,4680000
469,45871,36695,127.81,0.816,1.5945211087420044,4690000
470,100000,36744,127.911,2.3553,1.5961397872340426,4700000
471,18621,36668,128.448,0.958,1.5947849256900213,4710000
472,44843,36682,128.671,1.3931,1.5943576271186441,4720000
473,111111,36734,128.761,0.6553,1.5923723044397462,4730000
474,18248,36656,129.309,1.2103,1.5915662447257384,4740000
