Id, Throughput in this window (events/second), Entire throughput for the run (events/second), Total elapsed time(s), Average latency per event (ms), Entire Average latency per event (ms), Total number of events received (non-atomic)
100,92592,22109,45.23,0.5047,2.213954,1000000
101,44843,22220,45.453,1.9745,2.2115831683168317,1010000
102,84745,22382,45.571,3.2453,2.2217176470588234,1020000
103,86206,22544,45.687,0.7288,2.207223300970874,1030000
104,22573,22544,46.13,1.5374,2.2007826923076923,1040000
105,47846,22659,46.339,1.7933,2.196901904761905,1050000
106,30030,22711,46.672,1.5464,2.1907650943396226,1060000
107,24096,22723,47.087,0.9015,2.1787158878504673,1070000
108,103092,22889,47.184,0.9504,2.1673425925925924,1080000
109,55248,23012,47.365,0.9199,2.155898165137615,1090000
110,72992,23156,47.502,2.1408,2.155760909090909,1100000
111,35460,23229,47.784,2.0325,2.1546504504504504,1110000
112,31152,23282,48.105,0.9031,2.143475892857143,1120000
113,30211,23329,48.436,2.3229,2.145063716814159,1130000
114,32051,23385,48.748,0.8084,2.133338596491228,1140000
115,19685,23347,49.256,1.5185,2.1279921739130434,1150000
116,46296,23447,49.473,1.0736,2.1189025862068966,1160000
117,48780,23551,49.678,1.7719,2.115936752136752,1170000
118,70921,23685,49.819,0.9372,2.1059474576271184,1180000
119,93457,23835,49.926,0.9988,2.0966436974789917,1190000
120,112359,23992,50.015,1.7309,2.0935958333333335,1200000
121,38461,24067,50.275,2.981,2.100929752066116,1210000
122,64935,24192,50.429,1.9433,2.099637704918033,1220000
123,62111,24313,50.59,0.7627,2.0887682926829267,1230000
124,42016,24396,50.828,1.514,2.084133064516129,1240000
125,24449,24396,51.237,1.6621,2.0807568,1250000
126,238095,24571,51.279,1.2131,2.073870634920635,1260000
127,31055,24611,51.601,1.7888,2.0716259842519684,1270000
128,23640,24603,52.025,1.247,2.06518359375,1280000
129,104166,24749,52.122,2.0432,2.0650131782945738,1290000
130,52631,24850,52.312,0.628,2.0539592307692307,1300000
131,66666,24970,52.462,2.8453,2.06,1310000
132,44642,25054,52.686,1.0717,2.0525128787878786,1320000
133,56497,25159,52.863,2.7437,2.0577097744360904,1330000
134,94339,25297,52.969,0.871,2.0488537313432835,1340000
135,59171,25405,53.138,1.5037,2.0448155555555556,1350000
136,32786,25447,53.443,1.1423,2.038179411764706,1360000
137,28735,25468,53.791,1.1371,2.031602189781022,1370000
138,69930,25586,53.934,0.5673,2.020991304347826,1380000
139,31645,25621,54.251,1.6344,2.018210071942446,1390000
140,47393,25705,54.462,1.1767,2.012199285714286,1400000
141,40000,25771,54.712,1.581,2.009141134751773,1410000
142,90090,25901,54.823,0.3824,1.9976852112676056,1420000
143,26666,25906,55.198,1.7544,1.9959839160839161,1430000
144,89285,26035,55.31,0.9383,1.9886388888888888,1440000
145,29411,26055,55.65,1.042,1.9821103448275863,1450000
146,322580,26220,55.681,2.4969,1.985636301369863,1460000
147,43859,26292,55.909,1.3074,1.9810224489795918,1470000
148,47393,26372,56.12,0.9384,1.9739777027027028,1480000
149,45045,26445,56.342,2.1448,1.9751241610738255,1490000
150,104166,26577,56.438,2.2307,1.976828,1500000
151,62111,26678,56.599,1.8298,1.9758543046357615,1510000
152,42918,26745,56.832,1.3413,1.971679605263158,1520000
153,92592,26870,56.94,0.63,1.9629104575163399,1530000
154,41152,26931,57.183,1.4502,1.9595811688311688,1540000
155,43668,26997,57.412,1.319,1.9554483870967743,1550000
156,48076,27073,57.62,0.8929,1.9486371794871795,1560000
157,192307,27222,57.672,1.2997,1.9445038216560508,1570000
158,36363,27266,57.947,2.0856,1.945396835443038,1580000
159,51546,27347,58.141,1.9626,1.945505031446541,1590000
160,94339,27469,58.247,2.1572,1.946828125,1600000
161,31948,27493,58.56,1.0406,1.9411993788819877,1610000
162,34722,27528,58.848,1.6125,1.9391703703703704,1620000
163,39682,27580,59.1,2.0018,1.939554601226994,1630000
164,32051,27603,59.412,0.9453,1.9334920731707317,1640000
165,24570,27583,59.819,1.3205,1.9297769696969698,1650000
166,33333,27611,60.12,0.9929,1.9241331325301205,1660000
167,44052,27673,60.347,0.6932,1.9167622754491018,1670000
168,50000,27747,60.547,0.4492,1.9080267857142856,1680000
169,69930,27846,60.69,2.079,1.9090384615384615,1690000
170,21691,27799,61.152,2.2941,1.9113035294117646,1700000
171,51282,27874,61.347,0.8825,1.905287134502924,1710000
172,52910,27951,61.536,0.8639,1.8992325581395348,1720000
173,46511,28015,61.751,0.8355,1.8930838150289018,1730000
174,91743,28128,61.86,0.712,1.8862959770114942,1740000
175,49504,28197,62.062,1.5571,1.8844148571428572,1750000
176,56179,28277,62.24,0.7299,1.8778551136363637,1760000
177,57471,28358,62.415,1.3663,1.8749649717514125,1770000
178,25706,28342,62.804,1.7301,1.8741511235955055,1780000
179,32786,28363,63.109,1.288,1.8708765363128492,1790000
180,47393,28427,63.32,0.7401,1.8645944444444444,1800000
181,42016,28477,63.558,1.0675,1.8601906077348067,1810000
182,53191,28550,63.746,1.7637,1.8596604395604395,1820000
183,37037,28586,64.016,0.592,1.8527333333333333,1830000
184,35842,28617,64.296,1.54,1.851033695652174,1840000
185,43290,28670,64.527,2.3529,1.8537464864864865,1850000
186,44052,28724,64.754,1.2726,1.8506220430107527,1860000
187,51546,28792,64.948,0.6472,1.8441866310160429,1870000
188,158730,28918,65.011,0.3149,1.8360521276595745,1880000
189,24096,28887,65.426,1.2823,1.8331222222222223,1890000
190,91743,28992,65.535,4.1937,1.8455463157894736,1900000
191,45454,29046,65.756,1.0924,1.8416031413612566,1910000
192,32258,29061,66.066,2.1442,1.8431791666666666,1920000
193,53191,29130,66.254,2.0509,1.8442554404145077,1930000
194,70422,29218,66.397,1.4352,1.8421469072164949,1940000
195,55555,29289,66.577,3.5126,1.8507133333333334,1950000
196,35335,29314,66.86,3.4922,1.8590882653061225,1960000
197,112359,29424,66.95,5.5784,1.8779680203045686,1970000
198,45454,29477,67.17,0.7344,1.8721924242424242,1980000
199,86206,29575,67.286,0.8188,1.8668989949748744,1990000
200,62500,29653,67.446,1.4398,1.8647635,2000000
201,49751,29713,67.647,1.5605,1.8632497512437811,2010000
202,46728,29766,67.861,0.8787,1.8583757425742575,2020000
203,69930,29851,68.004,4.7026,1.8723866995073892,2030000
204,49751,29909,68.205,1.1141,1.8686696078431373,2040000
205,44052,29956,68.432,0.5075,1.862029756097561,2050000
206,42194,29998,68.669,1.2487,1.859052427184466,2060000
207,55865,30066,68.848,0.7641,1.853762801932367,2070000
208,91743,30163,68.957,1.7144,1.8530927884615385,2080000
209,43478,30207,69.187,1.144,1.8497,2090000
210,41152,30246,69.43,2.9785,1.855075238095238,2100000
211,45662,30294,69.649,0.8065,1.8501056872037915,2110000
212,49019,30349,69.853,1.0332,1.8462523584905661,2120000
213,23419,30307,70.28,0.6745,1.8407511737089202,2130000
214,45662,30355,70.499,1.2986,1.8382177570093459,2140000
215,41666,30393,70.739,2.7556,1.8424846511627906,2150000
216,25188,30364,71.136,1.2797,1.8398791666666667,2160000
217,97087,30460,71.239,1.8418,1.8398880184331796,2170000
218,42016,30499,71.477,1.7898,1.839658256880734,2180000
219,76923,30583,71.607,0.6265,1.8341187214611872,2190000
220,41493,30620,71.848,0.9505,1.8301022727272727,2200000
221,58479,30686,72.019,1.8708,1.8302864253393665,2210000
222,35842,30706,72.298,2.4848,1.8332346846846848,2220000
223,31055,30707,72.62,0.862,1.8288793721973093,2230000
224,30581,30707,72.947,1.215,1.8261388392857143,2240000
225,44247,30749,73.173,2.0929,1.8273244444444445,2250000
226,47393,30796,73.384,1.1614,1.8243778761061946,2260000
227,104166,30892,73.48,1.1127,1.821242731277533,2270000
228,95238,30984,73.585,1.4323,1.8195368421052631,2280000
229,54644,31042,73.769,1.0483,1.8161689956331877,2290000
230,46948,31088,73.982,1.9132,1.8165908695652173,2300000
231,30769,31087,74.307,2.4496,1.8193311688311689,2310000
232,38610,31113,74.566,1.6038,1.8184021551724139,2320000
233,34843,31127,74.854,1.514,1.8170957081545065,2330000
234,49019,31175,75.058,1.0272,1.8137200854700855,2340000
235,31948,31179,75.371,0.7773,1.8093097872340425,2350000
236,29673,31172,75.708,1.5134,1.8080559322033898,2360000
237,45871,31214,75.926,1.5798,1.8070928270042195,2370000
238,90909,31300,76.036,6.8047,1.8280911764705883,2380000
239,53475,31355,76.223,0.5569,1.8227723849372386,2390000
240,54945,31411,76.405,1.6875,1.82220875,2400000
241,38610,31435,76.664,0.8009,1.8179709543568465,2410000
242,29850,31428,76.999,1.6809,1.8174045454545456,2420000
243,49504,31476,77.201,3.94,1.8261395061728396,2430000
244,42918,31510,77.434,0.4754,1.8206036885245902,2440000
245,83333,31590,77.554,0.9302,1.816969387755102,2450000
246,25706,31561,77.943,1.0457,1.8138341463414633,2460000
247,89285,31644,78.055,0.8235,1.8098246963562754,2470000
248,25706,31614,78.444,2.1166,1.8110616935483872,2480000
249,29673,31606,78.781,1.0197,1.8078835341365462,2490000
250,71942,31677,78.92,1.1562,1.8052768,2500000
251,28985,31665,79.265,1.3851,1.8036027888446216,2510000
252,72992,31737,79.402,1.9077,1.804015873015873,2520000
253,44444,31773,79.627,1.2231,1.80171976284585,2530000
254,55865,31826,79.807,1.7675,1.8015850393700787,2540000
255,30581,31821,80.134,3.3251,1.8075596078431373,2550000
256,22123,31767,80.586,1.1554,1.805012109375,2560000
257,25000,31733,80.986,0.7747,1.8010031128404669,2570000
258,46296,31772,81.203,2.0235,1.801865503875969,2580000
259,31152,31769,81.524,1.1109,1.7991976833976835,2590000
260,25773,31741,81.912,2.2078,1.8007692307692307,2600000
261,29154,31730,82.255,0.8955,1.797300766283525,2610000
262,20040,31660,82.754,1.9591,1.797918320610687,2620000
263,62111,31719,82.915,2.2541,1.7996528517110266,2630000
264,25062,31687,83.314,2.3076,1.801576893939394,2640000
265,55865,31739,83.493,1.6844,1.801134716981132,2650000
266,50000,31782,83.693,2.0238,1.8019718045112783,2660000
267,45454,31818,83.913,1.6245,1.8013071161048688,2670000
268,47619,31858,84.123,1.124,1.7987798507462687,2680000
269,22727,31810,84.564,0.9999,1.7958100371747212,2690000
270,53191,31857,84.752,0.6836,1.7916907407407408,2700000
271,40816,31883,84.997,0.951,1.788588560885609,2710000
272,95238,31961,85.102,1.0135,1.7857389705882354,2720000
273,28011,31945,85.459,1.8755,1.7860677655677655,2730000
274,120481,32031,85.542,1.643,1.7855456204379563,2740000
275,45045,32064,85.764,1.1751,1.7833258181818181,2750000
276,90090,32139,85.875,2.7236,1.786732608695652,2760000
277,28985,32127,86.22,1.4179,1.785401083032491,2770000
278,30769,32122,86.545,2.6229,1.7884136690647483,2780000
279,29850,32113,86.88,1.5886,1.7876974910394265,2790000
280,73529,32177,87.016,1.2684,1.785842857142857,2800000
281,78125,32245,87.144,4.8767,1.7968423487544485,2810000
282,22883,32198,87.581,1.035,1.794140780141844,2820000
283,50505,32239,87.78,0.8156,1.790683038869258,2830000
284,29673,32229,88.117,0.7575,1.7870450704225351,2840000
285,101010,32307,88.216,1.4401,1.7858277192982457,2850000
286,31645,32304,88.532,1.6907,1.7854951048951049,2860000
287,44642,32335,88.757,1.1977,1.783447038327526,2870000
288,42194,32361,88.994,1.3562,1.7819635416666666,2880000
289,100000,32437,89.094,0.7092,1.7782515570934256,2890000
290,26954,32414,89.465,0.892,1.7751955172413794,2900000
291,55865,32461,89.645,0.8408,1.7719845360824742,2910000
292,44052,32490,89.872,2.0855,1.7730582191780822,2920000
293,46511,32524,90.087,0.9786,1.770346757679181,2930000
294,32362,32523,90.396,1.2252,1.7684925170068027,2940000
295,32894,32524,90.7,1.5742,1.7678338983050847,2950000
296,69444,32583,90.844,0.4627,1.763424662162162,2960000
297,44843,32613,91.067,1.2486,1.7616912457912457,2970000
298,37037,32626,91.337,1.1633,1.7596832214765101,2980000
299,35460,32635,91.619,2.0309,1.7605903010033446,2990000
300,96153,32707,91.723,0.8745,1.7576366666666667,3000000
301,35714,32716,92.003,2.6421,1.7605750830564784,3010000
302,31347,32711,92.322,1.5763,1.7599649006622518,3020000
303,34722,32717,92.61,2.0378,1.7608818481848185,3030000
304,29940,32707,92.944,1.2435,1.7591799342105263,3040000
305,35971,32717,93.222,3.3683,1.764455737704918,3050000
306,45248,32747,93.443,1.1816,1.7625509803921569,3060000
307,50000,32784,93.643,1.5455,1.761843973941368,3070000
308,40485,32804,93.89,0.9727,1.7592818181818182,3080000
309,41841,32826,94.13,0.4587,1.7550728155339805,3090000
310,36101,32836,94.407,1.3349,1.7537174193548386,3100000
311,46728,32867,94.621,1.5843,1.7531726688102893,3110000
312,37313,32880,94.889,0.9049,1.7504538461538461,3120000
313,19193,32805,95.41,1.1928,1.7486722044728435,3130000
314,24752,32771,95.815,1.9257,1.7492359872611465,3140000
315,48309,32804,96.022,1.046,1.747003492063492,3150000
316,29154,32791,96.365,1.6033,1.7465487341772152,3160000
317,25125,32760,96.763,1.559,1.7459570977917982,3170000
318,45871,32789,96.981,1.7854,1.7460811320754717,3180000
319,31446,32785,97.299,1.1735,1.7442862068965517,3190000
320,34965,32791,97.585,0.8256,1.7414153125,3200000
321,26109,32765,97.968,1.0654,1.7393093457943924,3210000
322,33222,32767,98.269,1.3876,1.7382170807453416,3220000
323,30959,32761,98.592,1.29,1.7368294117647058,3230000
324,31055,32755,98.914,1.8628,1.7372182098765432,3240000
325,65359,32806,99.067,1.8437,1.7375458461538462,3250000
326,42016,32827,99.306,2.2927,1.739248773006135,3260000
327,19083,32755,99.83,2.4355,1.7413779816513761,3270000
328,90090,32819,99.941,3.0603,1.7453990853658536,3280000
329,43668,32844,100.17,1.4539,1.7445130699088145,3290000
330,106382,32913,100.264,1.4874,1.7437339393939395,3300000
331,39062,32928,100.52,1.1217,1.741854682779456,3310000
332,55248,32968,100.701,1.7374,1.741841265060241,3320000
333,48076,32999,100.91,0.8264,1.7390921921921922,3330000
334,39215,33015,101.165,0.8798,1.7365194610778443,3340000
335,100000,33081,101.265,0.9116,1.7340570149253731,3350000
336,36363,33090,101.54,1.6811,1.7338994047619047,3360000
337,34246,33093,101.832,1.6621,1.733686350148368,3370000
338,46511,33121,102.048,0.8524,1.7310789940828402,3380000
339,109890,33190,102.139,1.7814,1.7312274336283187,3390000
340,69444,33241,102.283,1.002,1.7290826470588234,3400000
341,54347,33279,102.467,2.7745,1.7321483870967742,3410000
342,47846,33308,102.676,0.7764,1.7293538011695906,3420000
343,59523,33351,102.844,1.2666,1.728004664723032,3430000
344,58823,33393,103.014,1.6214,1.7276947674418606,3440000
345,46948,33421,103.227,1.521,1.7270956521739131,3450000
346,36900,33430,103.498,0.4758,1.723479190751445,3460000
347,47619,33459,103.708,0.5755,1.7201708933717579,3470000
348,35460,33464,103.99,1.2113,1.7187086206896551,3480000
349,30395,33455,104.319,1.5952,1.7183547277936964,3490000
350,30864,33447,104.643,1.9638,1.719056,3500000
351,31948,33442,104.957,0.9326,1.7168153846153846,3510000
352,44843,33466,105.18,1.0833,1.715015625,3520000
353,45248,33491,105.401,1.9872,1.715786685552408,3530000
354,36101,33497,105.678,0.8155,1.7132435028248587,3540000
355,28735,33482,106.026,1.3431,1.7122008450704225,3550000
356,24509,33447,106.434,1.048,1.7103351123595505,3560000
357,46948,33474,106.647,2.6989,1.7131042016806723,3570000
358,31250,33468,106.967,1.8328,1.7134385474860334,3580000
359,31347,33461,107.286,0.6474,1.7104690807799443,3590000
360,32362,33458,107.595,1.6956,1.7104277777777779,3600000
361,50251,33489,107.794,1.1051,1.708750969529086,3610000
362,28818,33474,108.141,1.9007,1.7092812154696133,3620000
363,30395,33465,108.47,2.5966,1.7117256198347108,3630000
364,48309,33493,108.677,0.5948,1.7086571428571429,3640000
365,44843,33516,108.9,1.3159,1.707581095890411,3650000
366,59171,33556,109.069,2.3799,1.7094180327868853,3660000
367,57471,33594,109.243,0.8197,1.7069937329700273,3670000
368,34722,33597,109.531,0.9159,1.7048440217391305,3680000
369,41841,33615,109.77,0.7252,1.702189159891599,3690000
370,55248,33651,109.951,2.5804,1.7045627027027026,3700000
371,23980,33614,110.368,1.9681,1.7052730458221024,3710000
372,46728,33640,110.582,2.788,1.7081836021505377,3720000
373,30395,33630,110.911,2.0521,1.7091056300268097,3730000
374,55555,33666,111.091,1.6233,1.708876203208556,3740000
375,40160,33680,111.34,0.7407,1.7062944,3750000
376,31446,33674,111.658,1.2749,1.705147074468085,3760000
377,90909,33730,111.769,1.2059,1.7038228116710876,3770000
378,22075,33683,112.222,1.7443,1.7039298941798942,3780000
379,55865,33718,112.401,1.6931,1.7039013192612138,3790000
380,40160,33732,112.65,1.1965,1.702566052631579,3800000
381,36363,33739,112.925,0.7595,1.700090813648294,3810000
382,68965,33784,113.07,0.666,1.697383769633508,3820000
383,54054,33817,113.255,1.1702,1.696007310704961,3830000
384,18518,33744,113.795,1.4981,1.6954919270833333,3840000
385,55865,33779,113.975,1.7642,1.6956703896103895,3850000
386,29239,33765,114.317,0.9723,1.6937963730569947,3860000
387,84033,33818,114.436,0.7557,1.6913723514211887,3870000
388,47619,33843,114.646,1.4692,1.6907997422680412,3880000
389,49261,33870,114.849,1.4456,1.6901694087403598,3890000
390,100000,33928,114.949,1.4008,1.689427435897436,3900000
391,32051,33923,115.261,1.745,1.6895695652173912,3910000
392,30864,33914,115.585,2.8717,1.6925852040816327,3920000
393,31152,33906,115.906,1.7748,1.6927944020356234,3930000
394,33898,33906,116.201,1.3752,1.6919883248730965,3940000
395,30769,33898,116.526,2.4997,1.694033164556962,3950000
396,48309,33923,116.733,2.0201,1.6948565656565657,3960000
397,90090,33976,116.844,1.5231,1.6944239294710328,3970000
398,68965,34020,116.989,0.9875,1.6926477386934673,3980000
399,46082,34042,117.206,0.7296,1.6902340852130326,3990000
400,44642,34062,117.43,2.2172,1.6915515,4000000
401,52910,34093,117.619,2.6511,1.6939443890274315,4010000
402,97087,34148,117.722,1.8749,1.6943945273631842,4020000
403,46948,34171,117.935,1.3321,1.6934955334987594,4030000
404,34482,34172,118.225,0.9946,1.6917655940594059,4040000
405,73529,34217,118.361,1.5484,1.6914116049382717,4050000
406,44444,34236,118.586,1.2428,1.6903066502463053,4060000
407,53475,34267,118.773,1.4992,1.6898371007371007,4070000
408,29154,34252,119.116,1.1482,1.6885095588235295,4080000
409,54644,34283,119.299,1.227,1.687381173594132,4090000
410,113636,34342,119.387,0.7633,1.6851273170731706,4100000
411,40322,34354,119.635,2.3611,1.6867720194647202,4110000
412,46511,34376,119.85,2.2548,1.6881507281553398,4120000
413,45662,34396,120.069,1.8701,1.6885912832929781,4130000
414,31948,34390,120.382,1.2719,1.6875847826086956,4140000
415,47393,34413,120.593,2.288,1.6890315662650603,4150000
416,78125,34459,120.721,2.6092,1.6912435096153846,4160000
417,70422,34501,120.863,0.9902,1.689562350119904,4170000
418,61349,34538,121.026,0.9444,1.6877796650717702,4180000
419,37593,34544,121.292,0.644,1.6852885441527445,4190000
420,25445,34515,121.685,1.25,1.6842521428571429,4200000
421,32573,34510,121.993,0.9787,1.682576247030879,4210000
422,44642,34528,122.217,1.1715,1.6813651658767772,4220000
423,212765,34597,122.264,2.3631,1.6829768321513003,4230000
424,30674,34586,122.59,1.1191,1.6816469339622642,4240000
425,23364,34547,123.018,1.7517,1.6818117647058823,4250000
426,57803,34580,123.191,1.8152,1.682124882629108,4260000
427,37878,34587,123.455,1.5903,1.6819098360655738,4270000
428,45871,34607,123.673,2.12,1.6829334112149532,4280000
429,72992,34649,123.81,1.3383,1.6821300699300699,4290000
430,48780,34673,124.015,1.339,1.6813320930232558,4300000
431,65789,34711,124.167,1.338,1.6805354988399073,4310000
432,32573,34706,124.474,1.4641,1.6800344907407407,4320000
433,48309,34728,124.681,0.9375,1.6783196304849886,4330000
434,65789,34766,124.833,2.888,1.6811069124423963,4340000
435,56179,34796,125.011,2.0639,1.6819868965517242,4350000
436,36630,34800,125.284,2.633,1.6841681192660551,4360000
437,57803,34832,125.457,1.8455,1.684537299771167,4370000
438,54644,34861,125.64,1.8089,1.6848212328767123,4380000
439,32467,34855,125.948,2.2163,1.6860318906605922,4390000
440,32362,34849,126.257,1.5149,1.6856429545454545,4400000
441,29673,34835,126.594,1.0682,1.6842428571428572,4410000
442,46511,34855,126.809,1.0366,1.6827776018099547,4420000
443,79365,34899,126.935,1.8181,1.6830830699774266,4430000
444,54945,34928,127.117,1.6602,1.6830315315315316,4440000
445,67114,34966,127.266,1.1505,1.6818348314606741,4450000
446,44843,34983,127.489,0.9879,1.680278923766816,4460000
447,42553,34997,127.724,1.4789,1.6798284116331097,4470000
448,16155,34906,128.343,1.2297,1.6788236607142857,4480000
449,44642,34923,128.567,3.5689,1.6830331848552338,4490000
450,101010,34974,128.666,0.747,1.6809531111111111,4500000
451,30864,34963,128.99,1.3252,1.6801643015521064,4510000
452,38910,34971,129.247,2.2838,1.681499778761062,4520000
453,25906,34944,129.633,1.1837,1.6804008830022075,4530000
454,32362,34938,129.942,2.2155,1.6815795154185023,4540000
455,32894,34933,130.246,1.2241,1.680574065934066,4550000
456,68027,34971,130.393,1.5056,1.680190350877193,4560000
457,32786,34965,130.699,2.0157,1.6809245076586434,4570000
458,35587,34967,130.98,1.7089,1.6809855895196506,4580000
459,39370,34975,131.234,1.0038,1.679510239651416,4590000
460,30030,34963,131.567,0.9003,1.677816304347826,4600000
461,36231,34965,131.843,1.484,1.6773958785249459,4610000
462,60240,34997,132.009,1.6847,1.6774116883116883,4620000
463,19230,34935,132.529,0.9301,1.6757976241900647,4630000
464,32258,34929,132.839,1.0211,1.6743866379310346,4640000
465,75187,34969,132.972,1.1737,1.6733098924731182,4650000
466,62111,35002,133.133,2.236,1.674517381974249,4660000
467,41841,35014,133.372,3.4781,1.678379443254818,4670000
468,31250,35005,133.692,2.0602,1.6791952991452992,4680000
469,47169,35025,133.904,1.9429,1.6797575692963753,4690000
470,28985,35009,134.249,1.389,1.6791389361702127,4700000
471,23923,34975,134.667,1.7291,1.6792450106157113,4710000
472,42918,34988,134.901,1.7157,1.679322245762712,4720000
473,46296,35006,135.117,1.1478,1.6781985200845666,4730000
474,28571,34990,135.467,1.5073,1.6778379746835443,4740000
