Id, Throughput in this window (events/second), Entire throughput for the run (events/second), Total elapsed time(s), Average latency per event (ms), Entire Average latency per event (ms), Total number of events received (non-atomic),AVG latency from start (90),AVG latency from start(95), AVG latency from start (99),AVG latency in this window(90),AVG latency in this window(95),AVG latency in this window(99)
574,36764,38090,150.694,3.2915,1.5071545296167248,5740000,15871,19839,31359,28799,30847,33023
575,55555,38111,150.874,1.3459,1.5068740869565218,5750000,15871,19839,31359,10879,12287,13311
576,42194,38117,151.112,1.6472,1.5071177083333334,5760000,15871,19839,31359,16383,16511,16511
577,106382,38159,151.206,0.5973,1.5055409012131715,5770000,15871,19839,31231,5343,5599,5887
578,84745,38196,151.324,1.8702,1.5061717993079584,5780000,15871,19711,31231,17023,17663,18559
579,36101,38192,151.601,1.054,1.5053908462867012,5790000,15871,19711,31231,9023,10175,10367
580,38314,38192,151.863,1.7173,1.5057562068965518,5800000,15871,19711,31231,15743,16511,17151
581,66666,38220,152.013,1.7194,1.5061239242685025,5810000,15871,19711,31231,16895,17151,17279
582,47169,38232,152.226,1.6943,1.5064472508591065,5820000,15871,19711,31103,15679,16191,16895
583,96153,38272,152.33,1.8547,1.5070445969125215,5830000,15871,19711,31103,17407,18047,18559
584,41152,38276,152.573,1.1566,1.5064445205479453,5840000,15871,19711,31103,10175,10943,11519
585,94339,38315,152.679,1.452,1.506351452991453,5850000,15871,19711,31103,11007,12991,14271
586,38167,38315,152.941,1.5901,1.5064943686006826,5860000,15871,19711,31103,14719,15359,15743
587,49751,38330,153.142,2.0356,1.507395741056218,5870000,15871,19711,31103,19071,19455,20351
588,64102,38356,153.298,1.2652,1.506983843537415,5880000,15871,19711,30975,11263,12287,12671
589,24038,38317,153.714,0.8803,1.5059198641765705,5890000,15871,19711,30975,8703,8703,8831
590,41322,38322,153.956,3.0694,1.5085698305084745,5900000,15871,19711,30975,29439,30207,30719
591,50761,38338,154.153,0.715,1.5072270727580372,5910000,15871,19711,30975,6783,6911,7167
592,27472,38312,154.517,0.7565,1.5059589527027026,5920000,15871,19711,30975,6783,7103,7551
593,67114,38340,154.666,1.1409,1.5053433389544688,5930000,15871,19711,30847,10367,11135,11327
594,66666,38368,154.816,2.4913,1.5070031986531987,5940000,15871,19711,30847,21119,23423,24831
595,24271,38330,155.228,1.2646,1.5065957983193277,5950000,15871,19711,30847,11903,12607,12671
596,23640,38290,155.651,1.7821,1.5070580536912752,5960000,15871,19711,30847,13183,15871,17535
597,46511,38302,155.866,1.4565,1.506973366834171,5970000,15807,19711,30847,13375,14143,14527
598,94339,38340,155.972,1.3724,1.5067483277591973,5980000,15807,19711,30847,12159,13119,13631
599,45454,38350,156.192,1.3733,1.5065255425709516,5990000,15807,19711,30847,12095,13183,13759
600,44444,38359,156.417,2.1775,1.5076438333333333,6000000,15807,19711,30847,16319,19071,21375
