Id, Throughput in this window (events/second), Entire throughput for the run (events/second), Total elapsed time(s), Average latency per event (ms), Entire Average latency per event (ms), Total number of events received (non-atomic)
476,88495,36771,129.447,0.5877,1.5992636554621849,4760000
477,24096,36731,129.862,0.9146,1.5978283018867925,4770000
478,25773,36698,130.25,1.0551,1.5966928870292887,4780000
479,104166,36748,130.346,2.6163,1.598821503131524,4790000
480,46511,36764,130.561,1.2242,1.5980410416666666,4800000
481,27932,36740,130.919,0.9334,1.5966592515592515,4810000
482,47619,36757,131.129,1.5945,1.5966547717842323,4820000
483,86956,36801,131.244,1.7099,1.5968892339544514,4830000
484,66225,36835,131.395,1.85,1.5974121900826446,4840000
485,69444,36871,131.539,1.6051,1.5974280412371133,4850000
486,92592,36916,131.647,0.8743,1.59594012345679,4860000
487,45871,36931,131.865,0.6179,1.5939318275154004,4870000
488,44642,36944,132.09,1.432,1.5936,4880000
489,64516,36976,132.245,1.5703,1.5935523517382413,4890000
490,66666,37010,132.395,0.8813,1.592098775510204,4900000
491,65359,37043,132.548,0.5233,1.5899219959266802,4910000
492,29673,37024,132.885,1.5177,1.5897752032520325,4920000
493,67567,37058,133.033,0.9745,1.5885271805273833,4930000
494,54945,37082,133.215,0.8012,1.5869334008097167,4940000
495,75187,37120,133.348,1.4131,1.5865822222222221,4950000
496,31250,37106,133.668,2.0994,1.5876161290322581,4960000
497,47169,37122,133.88,1.2929,1.587023138832998,4970000
498,56497,37148,134.057,1.9053,1.587662248995984,4980000
499,69930,37183,134.2,2.4224,1.5893350701402806,4990000
500,53475,37205,134.387,1.3831,1.5889226,5000000
501,70422,37241,134.529,1.7062,1.5891566866267466,5010000
502,25000,37204,134.93,1.069,1.588120517928287,5020000
503,42372,37213,135.166,2.4205,1.589775347912525,5030000
504,33222,37204,135.467,1.0473,1.588699007936508,5040000
505,34364,37198,135.758,0.7822,1.5871019801980197,5050000
506,66666,37230,135.909,0.8105,1.5855671936758893,5060000
507,32258,37219,136.219,1.4868,1.5853723865877711,5070000
508,107526,37267,136.312,2.034,1.5862555118110235,5080000
509,30211,37250,136.644,2.1894,1.5874404715127701,5090000
510,30864,37234,136.968,1.5428,1.5873529411764706,5100000
511,35335,37231,137.251,2.0438,1.5882461839530333,5110000
512,39682,37235,137.503,2.6933,1.5904044921875,5120000
513,44052,37246,137.73,1.0616,1.5893736842105264,5130000
514,33670,37238,138.028,1.1806,1.5885784046692606,5140000
515,44444,37250,138.253,1.8102,1.5890087378640776,5150000
516,35971,37247,138.531,1.2712,1.5883928294573644,5160000
517,30769,37232,138.856,1.1709,1.5875852998065765,5170000
518,24213,37194,139.269,1.6605,1.5877260617760618,5180000
519,41493,37201,139.51,2.2649,1.5890308285163777,5190000
520,43668,37212,139.739,0.6978,1.587316923076923,5200000
521,96153,37255,139.844,0.681,1.5855773512476008,5210000
522,43668,37266,140.073,0.8872,1.5842394636015327,5220000
523,43103,37275,140.305,2.3011,1.5856101338432123,5230000
524,31645,37263,140.621,1.5155,1.5854763358778625,5240000
525,31847,37251,140.935,0.5914,1.5835828571428572,5250000
526,59171,37277,141.104,1.1928,1.5828399239543727,5260000
527,26178,37247,141.486,0.7758,1.5813085388994308,5270000
528,45871,37260,141.705,1.439,1.5810390151515152,5280000
529,102040,37305,141.803,1.2214,1.580359168241966,5290000
530,35587,37301,142.084,1.3454,1.5799158490566039,5300000
531,35714,37298,142.364,3.0154,1.5826192090395481,5310000
532,24449,37261,142.773,1.1546,1.5818146616541353,5320000
533,98039,37305,142.875,0.2825,1.579376923076923,5330000
534,70921,37338,143.017,0.982,1.5782582397003746,5340000
535,55555,37360,143.198,1.861,1.5787867289719626,5350000
536,21459,37309,143.664,1.5015,1.5786425373134327,5360000
537,90090,37350,143.775,1.0852,1.57772364990689,5370000
538,125000,37398,143.855,0.4002,1.5755349442379183,5380000
539,28653,37377,144.204,2.1569,1.5766135435992579,5390000
540,48780,37393,144.409,1.3966,1.576280185185185,5400000
541,46296,37407,144.625,0.668,1.5746012939001848,5410000
542,47846,37422,144.834,1.4745,1.5744166051660518,5420000
543,45662,37434,145.053,2.8893,1.5768381215469613,5430000
544,94339,37476,145.159,0.5548,1.574959375,5440000
545,36363,37474,145.434,1.1192,1.574123119266055,5450000
546,142857,37524,145.504,1.6976,1.5743492673992674,5460000
547,44247,37535,145.73,0.8959,1.573108957952468,5470000
548,36363,37532,146.005,1.3762,1.5727496350364965,5480000
549,48076,37547,146.213,0.8733,1.571475591985428,5490000
550,83333,37585,146.334,2.5603,1.5732734545454545,5500000
551,46511,37598,146.549,2.6076,1.5751506352087115,5510000
552,46082,37610,146.767,2.5022,1.576830072463768,5520000
553,48076,37625,146.975,5.0619,1.5831321880650995,5530000
554,96153,37666,147.079,1.332,1.582678880866426,5540000
555,64935,37695,147.233,0.791,1.5812524324324324,5550000
556,85470,37733,147.351,0.6061,1.5794985611510792,5560000
557,22779,37688,147.79,1.1886,1.5787967684021544,5570000
558,48309,37703,147.997,1.0621,1.577870788530466,5580000
559,66225,37732,148.148,0.9392,1.5767282647584973,5590000
560,81300,37768,148.271,1.3431,1.5763110714285715,5600000
561,41152,37774,148.514,1.2027,1.5756450980392156,5610000
562,54054,37794,148.699,0.6878,1.574065302491103,5620000
563,86956,37832,148.814,0.7185,1.572545648312611,5630000
564,44247,37842,149.04,1.716,1.5728,5640000
565,103092,37884,149.137,1.1083,1.5719778761061947,5650000
566,68965,37914,149.282,1.2872,1.5714747349823321,5660000
567,51546,37932,149.476,3.4145,1.5747252204585538,5670000
568,185185,37985,149.53,0.95,1.573625352112676,5680000
569,66225,38014,149.681,1.0312,1.5726720562390157,5690000
570,31347,38000,150.0,0.8482,1.571401052631579,5700000
571,22935,37956,150.437,1.8095,1.5718180385288967,5710000
572,33783,37947,150.735,1.8252,1.572261013986014,5720000
573,29673,37928,151.072,1.2686,1.5717310645724258,5730000
574,101010,37970,151.171,0.733,1.5702698606271777,5740000
575,70921,38000,151.312,2.623,1.572100695652174,5750000
576,57142,38023,151.487,1.6403,1.5722190972222223,5760000
577,34965,38017,151.774,0.7586,1.5708090121317158,5770000
578,52910,38035,151.963,2.1844,1.5718705882352941,5780000
579,43290,38043,152.194,2.5106,1.5734918825561313,5790000
580,32154,38031,152.505,3.5702,1.5769344827586207,5800000
581,47169,38044,152.717,1.6318,1.5770289156626507,5810000
582,66666,38072,152.867,2.8071,1.5791424398625429,5820000
583,46948,38084,153.08,2.5868,1.5808708404802745,5830000
584,94339,38123,153.186,2.0498,1.581673801369863,5840000
585,45871,38134,153.404,3.0821,1.5842386324786324,5850000
586,51020,38151,153.6,1.7263,1.5844810580204778,5860000
587,40322,38154,153.848,1.0948,1.5836468483816013,5870000
588,33557,38145,154.146,1.0274,1.582700850340136,5880000
589,34364,38138,154.437,1.4395,1.582457724957555,5890000
590,69930,38167,154.58,1.3869,1.5821262711864408,5900000
591,56818,38189,154.756,2.0876,1.5829815566835872,5910000
592,35460,38184,155.038,0.7212,1.5815258445945946,5920000
593,67114,38211,155.187,1.1222,1.5807512647554807,5930000
594,46296,38222,155.404,2.1166,1.581653367003367,5940000
595,42735,38229,155.638,2.9247,1.5839105882352942,5950000
596,109890,38271,155.729,0.8966,1.5827573825503356,5960000
597,38910,38272,155.986,1.7682,1.5830680067001675,5970000
598,32051,38260,156.298,1.1633,1.5823660535117057,5980000
599,33003,38250,156.601,1.5056,1.582237896494157,5990000
600,89285,38286,156.713,0.8088,1.5809488333333332,6000000
601,38461,38286,156.973,0.8464,1.579726622296173,6010000
602,30487,38270,157.301,1.243,1.5791672757475084,6020000
603,31347,38256,157.62,1.2118,1.5785580431177446,6030000
604,30769,38241,157.945,0.9852,1.5775756622516557,6040000
605,46082,38251,158.162,1.0728,1.5767413223140496,6050000
606,50251,38266,158.361,1.047,1.5758671617161717,6060000
607,83333,38300,158.482,1.8528,1.5763233937397034,6070000
608,39682,38303,158.734,1.4892,1.5761800986842105,6080000
609,46296,38313,158.951,0.7422,1.5748106732348113,6090000
610,91743,38350,159.06,0.8164,1.5735673770491803,6100000
611,57142,38370,159.235,0.6487,1.5720536824877251,6110000
612,49019,38384,159.439,2.6126,1.5737539215686274,6120000
613,43478,38391,159.669,1.8902,1.5742701468189233,6130000
614,96153,38429,159.773,1.8779,1.574764657980456,6140000
615,46728,38440,159.987,2.683,1.5765666666666667,6150000
616,67114,38467,160.136,2.7675,1.5785,6160000
617,64935,38492,160.29,2.4129,1.5798523500810373,6170000
618,64102,38517,160.446,4.6336,1.5847936893203884,6180000
619,85470,38551,160.563,2.9983,1.5870772213247173,6190000
620,84745,38585,160.681,0.7176,1.5856748387096775,6200000
621,39840,38587,160.932,2.0817,1.5864735909822867,6210000
622,98039,38625,161.034,0.5387,1.5847890675241159,6220000
623,43103,38631,161.266,1.1488,1.5840892455858748,6230000
624,47846,38643,161.475,1.2072,1.5834852564102564,6240000
625,30303,38626,161.805,2.1134,1.58433312,6250000
626,24937,38592,162.206,1.0016,1.5834022364217253,6260000
627,50251,38606,162.406,0.6615,1.5819318979266348,6270000
628,31347,38592,162.725,1.2566,1.5814138535031848,6280000
629,93457,38628,162.833,1.1619,1.5807468998410175,6290000
630,26737,38601,163.207,1.2852,1.5802777777777777,6300000
631,119047,38642,163.291,0.5323,1.5786169572107764,6310000
632,34722,38635,163.579,1.23,1.5780653481012659,6320000
633,53191,38652,163.767,1.5889,1.5780824644549762,6330000
634,49504,38665,163.969,1.5898,1.5781009463722397,6340000
635,57471,38685,164.143,0.9365,1.5770905511811024,6350000
636,32258,38673,164.453,1.2089,1.5765116352201258,6360000
637,35587,38668,164.734,1.5664,1.5764957613814756,6370000
638,27548,38643,165.097,0.9451,1.5755061128526646,6380000
639,35971,38639,165.375,0.636,1.5740358372456964,6390000
640,68965,38666,165.52,0.8066,1.57283671875,6400000
641,47169,38676,165.732,0.8361,1.5716873634945399,6410000
642,46948,38687,165.945,1.2708,1.5712186915887851,6420000
643,39215,38688,166.2,0.8284,1.5700634525660964,6430000
644,41152,38691,166.443,0.6742,1.5686723602484471,6440000
645,34482,38684,166.733,0.757,1.5674139534883722,6450000
646,69444,38711,166.877,0.8827,1.5663540247678018,6460000
647,47169,38721,167.089,1.122,1.5656672333848531,6470000
648,47169,38732,167.301,1.5509,1.5656444444444444,6480000
649,32154,38720,167.612,1.6301,1.5657437596302004,6490000
650,29761,38702,167.948,1.2428,1.565246923076923,6500000
651,20080,38647,168.447,1.2538,1.5647685099846391,6510000
652,90090,38681,168.558,0.8142,1.5636173312883435,6520000
653,24813,38647,168.961,0.9582,1.562690199081164,6530000
654,40650,38650,169.207,0.9717,1.5617865443425076,6540000
655,75187,38679,169.34,2.8658,1.5637774045801527,6550000
656,50000,38692,169.54,2.3246,1.5649371951219513,6560000
657,48309,38704,169.747,3.5189,1.5679112633181127,6570000
658,72463,38732,169.885,1.5602,1.5678995440729484,6580000
659,46948,38742,170.098,0.9506,1.5669628224582701,6590000
660,47169,38752,170.31,1.4892,1.566845,6600000
661,91743,38786,170.419,1.6001,1.5668953101361573,6610000
662,93457,38821,170.526,3.841,1.5703305135951662,6620000
663,70921,38847,170.667,2.8915,1.5723232277526396,6630000
664,27100,38822,171.036,0.7222,1.571042921686747,6640000
665,26178,38794,171.418,1.5962,1.5710807518796992,6650000
666,38759,38794,171.676,0.7295,1.5698171171171171,6660000
667,35211,38788,171.96,3.9059,1.5733194902548726,6670000
668,72992,38815,172.097,2.0302,1.5740034431137724,6680000
669,48780,38827,172.302,0.7655,1.572794917787743,6690000
670,29585,38809,172.64,1.4072,1.57254776119403,6700000
671,35587,38803,172.921,1.6408,1.572649478390462,6710000
672,52356,38818,173.112,4.7741,1.5774135416666666,6720000
673,51020,38832,173.308,1.3896,1.577134472511144,6730000
674,52631,38847,173.499,1.0675,1.5763783382789318,6740000
675,49504,38859,173.701,1.7697,1.5766647407407408,6750000
676,97087,38894,173.804,1.1523,1.5760369822485207,6760000
677,22271,38851,174.253,1.9325,1.5765635155096012,6770000
678,48309,38862,174.46,1.0321,1.5757604719764011,6780000
679,40000,38864,174.71,0.899,1.5747637702503683,6790000
680,53763,38880,174.896,1.2279,1.5742536764705883,6800000
681,33333,38870,175.196,1.0521,1.5734869309838473,6810000
682,23640,38834,175.619,1.4519,1.573308651026393,6820000
683,48780,38845,175.824,0.9048,1.5723298682284041,6830000
684,31847,38833,176.138,0.9764,1.5714586257309942,6840000
685,109890,38869,176.229,2.5943,1.5729518248175183,6850000
686,30959,38855,176.552,0.9626,1.5720620991253644,6860000
687,32679,38844,176.858,1.3659,1.5717620087336244,6870000
688,47393,38854,177.069,1.3329,1.5714148255813953,6880000
689,45454,38863,177.289,1.076,1.5706957910014514,6890000
690,60975,38883,177.453,1.9935,1.5713085507246376,6900000
691,27247,38859,177.82,0.899,1.5703356005788711,6910000
692,77519,38887,177.949,1.383,1.5700648843930636,6920000
693,47846,38897,178.159,0.8381,1.569008658008658,6930000
694,65359,38920,178.312,1.0956,1.5683265129682997,6940000
695,37593,38918,178.578,2.6144,1.569831654676259,6950000
696,144927,38959,178.647,0.322,1.5680387931034483,6960000
697,29154,38940,178.99,1.8846,1.5684929698708752,6970000
698,24271,38907,179.402,1.2097,1.5679789398280801,6980000
699,95238,38939,179.507,1.5666,1.5679769670958512,6990000
700,87719,38970,179.621,0.8522,1.5669544285714285,7000000
701,18214,38907,180.17,1.0907,1.5662750356633381,7010000
702,42553,38912,180.405,2.5025,1.5676086894586894,7020000
703,55865,38929,180.584,1.0562,1.5668812233285918,7030000
704,74626,38955,180.718,1.2949,1.5664948863636363,7040000
705,45871,38964,180.936,0.6655,1.5652168794326242,7050000
706,41666,38967,181.176,3.0422,1.567308923512748,7060000
707,66225,38990,181.327,1.0943,1.5666398868458273,7070000
708,69930,39014,181.47,0.917,1.5657223163841807,7080000
709,32679,39004,181.776,1.7675,1.5660069111424542,7090000
710,78740,39031,181.903,1.2586,1.5655739436619718,7100000
711,36496,39027,182.178,1.4848,1.5654603375527427,7110000
712,68027,39051,182.325,0.7125,1.5642623595505618,7120000
713,45248,39058,182.546,1.471,1.564131556802244,7130000
714,47393,39068,182.757,0.7471,1.5629872549019608,7140000
715,43478,39073,182.987,1.05,1.5622697902097902,7150000
716,25510,39044,183.379,0.7406,1.5611222067039106,7160000
717,64516,39066,183.534,0.9467,1.560265271966527,7170000
718,51813,39079,183.727,1.4865,1.5601625348189414,7180000
719,65789,39101,183.879,0.3732,1.5585116828929069,7190000
720,107526,39136,183.972,3.033,1.5605595833333334,7200000
721,50505,39148,184.17,1.2651,1.560149791955617,7210000
722,43103,39153,184.402,0.9659,1.559326731301939,7220000
723,238095,39198,184.444,0.9228,1.5584463347164592,7230000
724,32154,39187,184.755,1.4636,1.5583153314917126,7240000
725,243902,39232,184.796,3.1753,1.5605456551724137,7250000
726,43478,39237,185.026,1.414,1.5603438016528925,7260000
727,74626,39263,185.16,0.7202,1.5591881705639614,7270000
728,28985,39244,185.505,2.4308,1.5603854395604395,7280000
729,33670,39235,185.802,1.5765,1.5604075445816186,7290000
730,47619,39244,186.012,2.1225,1.5611775342465752,7300000
731,57471,39261,186.186,1.6257,1.5612658002735977,7310000
732,48780,39272,186.391,0.8372,1.5602766393442622,7320000
733,29673,39254,186.728,1.2392,1.5598386084583902,7330000
734,48076,39264,186.936,1.8585,1.5602455040871934,7340000
735,93457,39295,187.043,1.2914,1.5598797278911565,7350000
736,26595,39270,187.419,0.9585,1.5590626358695652,7360000
737,35714,39264,187.699,0.435,1.557537449118046,7370000
738,36900,39261,187.97,0.6338,1.5562857723577235,7380000
739,123456,39297,188.052,1.12,1.555695399188092,7390000
740,86956,39326,188.167,1.9303,1.5562016216216217,7400000
741,39682,39327,188.419,1.8928,1.5566558704453441,7410000
742,30120,39310,188.752,1.948,1.5571832884097034,7420000
743,47619,39320,188.962,0.8196,1.5561905787348587,7430000
744,49019,39330,189.166,1.9385,1.556704435483871,7440000
745,45248,39337,189.387,1.8914,1.5571536912751678,7450000
746,70422,39360,189.529,1.8985,1.5576112600536194,7460000
747,42553,39364,189.764,1.3215,1.5572951807228916,7470000
748,50251,39376,189.963,0.9529,1.5564871657754011,7480000
749,58823,39393,190.133,1.1813,1.5559862483311082,7490000
750,51282,39405,190.328,0.9127,1.5551285333333333,7500000
751,64935,39426,190.482,2.0128,1.555737949400799,7510000
752,30769,39411,190.807,1.5095,1.5556764627659574,7520000
753,54347,39425,190.991,1.1988,1.555202523240372,7530000
754,74626,39450,191.125,1.4519,1.5550655172413792,7540000
755,28735,39431,191.473,1.0032,1.554334569536424,7550000
756,90909,39460,191.583,0.3741,1.5527734126984127,7560000
757,45248,39467,191.804,1.5914,1.5528244385733156,7570000
758,113636,39501,191.892,3.0121,1.554749604221636,7580000
759,86206,39529,192.008,3.2686,1.5570076416337286,7590000
760,60240,39547,192.174,0.8622,1.5560934210526316,7600000
761,64935,39567,192.328,2.0507,1.5567433639947437,7610000
762,77519,39593,192.457,0.5311,1.555397375328084,7620000
763,25316,39564,192.852,0.8662,1.5544941022280472,7630000
764,81967,39590,192.974,1.0605,1.5538475130890053,7640000
765,46511,39598,193.189,1.1738,1.5533507189542484,7650000
766,23640,39563,193.612,1.309,1.5530317232375979,7660000
767,42918,39567,193.845,1.1159,1.5524617992177314,7670000
768,57803,39583,194.018,1.1347,1.5519178385416668,7680000
769,46082,39591,194.235,0.9663,1.5511563068920675,7690000
770,23752,39556,194.656,0.798,1.550178181818182,7700000
771,23419,39521,195.083,0.9524,1.5494028534370947,7710000
772,54054,39535,195.268,0.917,1.5485836787564766,7720000
773,40000,39536,195.518,1.29,1.5482491591203105,7730000
774,47846,39544,195.728,0.5733,1.546989534883721,7740000
775,42194,39547,195.965,1.6547,1.5471285161290322,7750000
776,73529,39571,196.101,1.839,1.5475046391752578,7760000
777,56497,39586,196.278,1.2858,1.547167824967825,7770000
778,64935,39606,196.432,1.4354,1.5470241645244216,7780000
779,48076,39615,196.641,1.1974,1.5465753530166881,7790000
780,70422,39637,196.783,1.4142,1.546405641025641,7800000
781,36900,39633,197.054,1.7497,1.5466659411011523,7810000
782,48076,39642,197.262,0.8178,1.5457338874680306,7820000
783,93457,39671,197.369,1.1359,1.545210472541507,7830000
784,58823,39688,197.539,2.5022,1.5464311224489795,7840000
785,35460,39682,197.821,1.7425,1.5466808917197452,7850000
786,91743,39711,197.93,1.6779,1.5468478371501273,7860000
787,30581,39695,198.257,1.1003,1.5462804320203303,7870000
788,31152,39682,198.578,1.8483,1.5466637055837564,7880000
789,46948,39689,198.791,1.0406,1.5460223067173637,7890000
790,46728,39697,199.005,1.0259,1.545363924050633,7900000
791,16447,39626,199.613,1.4321,1.5452207332490517,7910000
792,42372,39629,199.849,1.234,1.5448277777777777,7920000
793,54347,39643,200.034,2.1842,1.5456340479192938,7930000
794,76923,39667,200.164,0.9436,1.5448758186397984,7940000
795,62500,39685,200.325,2.171,1.545663396226415,7950000
796,32573,39674,200.632,1.172,1.5451939698492463,7960000
797,57803,39690,200.805,1.4379,1.545059347553325,7970000
798,63694,39708,200.962,1.6259,1.5451606516290728,7980000
799,50000,39719,201.162,1.7719,1.5454444305381727,7990000
800,42918,39722,201.395,1.0752,1.544856625,8000000
801,87719,39750,201.509,1.028,1.5442113607990013,8010000
802,45871,39756,201.727,3.7835,1.5470034912718205,8020000
803,104166,39787,201.823,1.8385,1.547366500622665,8030000
804,89285,39814,201.935,3.0749,1.5492664179104478,8040000
805,25974,39788,202.32,1.6244,1.549359751552795,8050000
806,26246,39763,202.701,1.8183,1.549693424317618,8060000
807,63291,39781,202.859,2.246,1.5505562577447336,8070000
808,56179,39795,203.037,2.3591,1.5515569306930692,8080000
809,42553,39798,203.272,1.1492,1.5510595797280593,8090000
810,54644,39812,203.455,0.7715,1.5500971604938272,8100000
811,68965,39833,203.6,0.7939,1.5491647348951911,8110000
812,45454,39839,203.82,0.9011,1.5483666256157635,8120000
813,46082,39845,204.037,3.0435,1.5502056580565806,8130000
814,30864,39831,204.361,4.1982,1.5534587223587224,8140000
815,53191,39843,204.549,2.3586,1.5544466257668712,8150000
816,29239,39826,204.891,1.7339,1.554666544117647,8160000
817,32467,39815,205.199,1.725,1.5548750305997552,8170000
818,29154,39797,205.542,0.8884,1.5540602689486553,8180000
819,55248,39810,205.723,0.9733,1.55335115995116,8190000
820,76335,39834,205.854,0.6534,1.5522536585365854,8200000
821,46296,39840,206.07,1.3501,1.5520074299634592,8210000
822,68027,39860,206.217,2.0955,1.5526686131386862,8220000
823,33783,39852,206.513,1.4621,1.552558566221142,8230000
824,83333,39877,206.633,3.3119,1.5546936893203884,8240000
825,50251,39887,206.832,2.6943,1.5560750303030304,8250000
826,114942,39919,206.919,0.8344,1.5552013317191282,8260000
827,92592,39946,207.027,0.7214,1.554193107617896,8270000
828,23809,39913,207.447,0.842,1.5533329710144927,8280000
829,44843,39919,207.67,0.4852,1.5520445114595898,8290000
830,43103,39922,207.902,0.7097,1.5510296385542168,8300000
831,35335,39916,208.185,1.237,1.5506517448856798,8310000
832,30395,39901,208.514,0.8409,1.5497986778846153,8320000
833,75187,39923,208.647,1.4134,1.5496349339735895,8330000
834,41152,39925,208.89,1.3982,1.5494533573141487,8340000
835,51020,39935,209.086,4.3104,1.552759880239521,8350000
836,94339,39963,209.192,1.1027,1.5522215311004786,8360000
837,49504,39972,209.394,1.3594,1.5519911589008364,8370000
838,30120,39956,209.726,1.6592,1.552119093078759,8380000
839,97087,39984,209.829,4.5,1.5556326579261026,8390000
840,42735,39987,210.064,1.0636,1.5550469047619047,8400000
841,76923,40010,210.194,2.6037,1.5562938168846612,8410000
842,90909,40037,210.304,1.2463,1.5559256532066508,8420000
843,56818,40051,210.48,0.7023,1.5549130486358245,8430000
844,106382,40080,210.574,0.677,1.5538728672985782,8440000
845,86206,40106,210.69,1.5363,1.5538520710059172,8450000
846,54644,40118,210.873,3.2282,1.5558312056737589,8460000
847,74074,40140,211.008,1.068,1.555255253837072,8470000
848,70921,40161,211.149,0.602,1.5541311320754716,8480000
849,55555,40174,211.329,0.3561,1.5527200235571261,8490000
850,49751,40183,211.53,0.6719,1.5516837647058823,8500000
851,32362,40172,211.839,1.1871,1.5512553466509988,8510000
852,45045,40177,212.061,0.9133,1.550506572769953,8520000
853,29325,40159,212.402,0.8034,1.549630715123095,8530000
854,30959,40145,212.725,1.9184,1.5500625292740047,8540000
855,93457,40172,212.832,2.439,1.5511022222222222,8550000
856,40485,40172,213.079,1.8036,1.5513971962616822,8560000
857,31645,40160,213.395,1.346,1.5511575262543758,8570000
858,54945,40172,213.577,2.0617,1.551752564102564,8580000
859,22988,40137,214.013,1.9931,1.5522663562281722,8590000
860,49261,40146,214.216,0.8886,1.5514946511627907,8600000
861,86956,40171,214.331,0.3457,1.5500941927990708,8610000
862,45871,40177,214.549,2.3368,1.5510068445475638,8620000
863,73529,40198,214.685,0.8912,1.5502422943221321,8630000
864,54347,40210,214.87,1.6667,1.5503770833333332,8640000
865,22883,40175,215.307,0.8356,1.5495507514450868,8650000
866,103092,40203,215.404,1.5923,1.5496001154734411,8660000
867,31055,40189,215.726,1.8342,1.549928373702422,8670000
868,29940,40174,216.06,1.1033,1.5494138248847926,8680000
869,34129,40165,216.353,2.1141,1.5500636363636364,8690000
870,68965,40185,216.498,1.819,1.5503727586206897,8700000
871,47846,40192,216.707,0.8146,1.5495280137772676,8710000
872,19193,40142,217.228,2.191,1.5502636467889908,8720000
873,32786,40131,217.533,1.149,1.549804009163803,8730000
874,40983,40132,217.777,1.1039,1.5492938215102974,8740000
875,57142,40146,217.952,0.6286,1.5482416,8750000
876,41152,40147,218.195,1.7892,1.5485166666666668,8760000
877,62893,40163,218.355,1.3759,1.5483198403648804,8770000
878,25000,40136,218.755,1.2519,1.5479822323462415,8780000
879,80645,40159,218.879,1.2906,1.5476894197952218,8790000
880,53191,40170,219.067,1.2977,1.5474053409090909,8800000
881,45871,40176,219.285,1.2562,1.5470748013620885,8810000
882,63694,40192,219.443,1.8,1.5473615646258503,8820000
883,47393,40199,219.654,1.2105,1.54698006795017,8830000
884,45045,40204,219.877,1.8372,1.547308371040724,8840000
885,32154,40192,220.188,0.734,1.5463893785310734,8850000
886,47846,40200,220.397,1.5947,1.5464439051918737,8860000
887,88495,40224,220.51,1.8702,1.5468089064261556,8870000
888,70422,40244,220.652,0.8394,1.5460122747747749,8880000
889,45454,40249,220.872,1.5318,1.5459962879640046,8890000
890,23752,40218,221.293,1.6278,1.546088202247191,8900000
891,32467,40207,221.601,0.7509,1.5451957351290684,8910000
892,53763,40218,221.787,0.8331,1.5443974215246636,8920000
893,33222,40209,222.088,1.4361,1.5442761478163494,8930000
894,102040,40236,222.186,2.2729,1.545091163310962,8940000
895,40160,40236,222.435,1.2238,1.5447321787709498,8950000
896,47393,40243,222.646,1.3302,1.5444927455357143,8960000
897,61728,40258,222.808,2.716,1.545798773690078,8970000
898,103092,40286,222.906,0.6119,1.5447587973273942,8980000
899,76335,40307,223.037,0.8732,1.544011790878754,8990000
900,47619,40314,223.247,0.9285,1.5433278888888888,9000000
901,72463,40333,223.385,2.4997,1.544389345172031,9010000
902,45045,40338,223.607,0.6471,1.5433945676274945,9020000
903,30674,40324,223.933,0.7675,1.542535326688815,9030000
904,49261,40332,224.136,0.7381,1.5416454646017699,9040000
905,85470,40356,224.253,1.2635,1.5413381215469613,9050000
906,53763,40367,224.44,0.4218,1.5401024282560707,9060000
907,169491,40401,224.499,0.7378,1.5392178610804852,9070000
908,43103,40403,224.731,0.9284,1.5385451541850221,9080000
909,91743,40428,224.841,0.7276,1.5376530253025302,9090000
910,39062,40427,225.097,1.1365,1.5372121978021978,9100000
911,25510,40401,225.489,0.717,1.536311855104281,9110000
912,24691,40372,225.894,0.9541,1.5356734649122807,9120000
913,30769,40359,226.219,1.0659,1.5351589266155532,9130000
914,105263,40386,226.314,2.6553,1.536384463894967,9140000
915,46728,40392,226.528,0.695,1.5354649180327868,9150000
916,46728,40398,226.742,0.8452,1.5347113537117905,9160000
917,38022,40395,227.005,0.7193,1.5338221374045802,9170000
918,46296,40401,227.221,0.9,1.5331316993464053,9180000
919,45045,40405,227.443,0.4587,1.531962568008705,9190000
920,47169,40412,227.655,0.825,1.5311941304347827,9200000
921,41322,40412,227.897,0.6592,1.5302473398479912,9210000
922,48309,40419,228.105,1.591,1.5303132321041215,9220000
923,30120,40404,228.438,0.7592,1.529477789815818,9230000
924,45662,40409,228.657,0.4607,1.528321103896104,9240000
925,53475,40420,228.844,0.6122,1.5273307027027028,9250000
926,46511,40426,229.06,1.522,1.5273249460043197,9260000
927,25000,40399,229.46,1.3224,1.5271038834951456,9270000
928,49019,40406,229.664,0.911,1.5264399784482758,9280000
929,52083,40416,229.856,0.4184,1.5252472551130247,9290000
930,37174,40412,230.125,1.0937,1.5247832258064515,9300000
931,29154,40396,230.468,0.8205,1.524026745435016,9310000
932,34602,40388,230.757,0.5511,1.5229828326180257,9320000
933,21786,40351,231.216,0.7421,1.5221458735262594,9330000
934,63694,40367,231.373,0.3312,1.5208707708779443,9340000
935,54945,40379,231.555,1.0676,1.5203859893048128,9350000
936,29585,40363,231.893,0.8472,1.5196667735042735,9360000
937,32894,40353,232.197,0.9046,1.5190103521878335,9370000
938,30211,40339,232.528,0.8227,1.5182680170575693,9380000
939,50505,40347,232.726,1.3672,1.5181071352502662,9390000
940,24813,40321,233.129,1.5601,1.5181518085106382,9400000
941,46728,40326,233.343,0.6954,1.5172774707757704,9410000
942,78740,40347,233.47,2.1796,1.5179805732484077,9420000
943,34843,40341,233.757,1.2824,1.5177307529162247,9430000
944,43668,40344,233.986,0.361,1.516505402542373,9440000
945,54644,40355,234.169,0.7089,1.5156507936507937,9450000
