Id, Throughput in this window (events/second), Entire throughput for the run (events/second), Total elapsed time(s), Average latency per event (ms), Entire Average latency per event (ms), Total number of events received (non-atomic)
184,111111,30237,60.852,0.7036,1.772,1840000
185,39062,30274,61.108,1.4383,1.7701962162162161,1850000
186,45662,30329,61.327,1.3204,1.7677779569892473,1860000
187,83333,30432,61.447,0.6054,1.7615620320855614,1870000
188,47846,30491,61.656,2.6589,1.7663351063829786,1880000
189,42918,30538,61.889,1.1812,1.7632391534391534,1890000
190,52631,30606,62.079,1.9846,1.7644042105263158,1900000
191,163934,30736,62.141,0.7604,1.7591476439790577,1910000
192,48780,30795,62.346,0.9149,1.7547505208333334,1920000
193,65789,30880,62.498,0.6929,1.7492487046632124,1930000
194,30030,30875,62.832,0.787,1.7442886597938145,1940000
195,54054,30944,63.017,0.767,1.7392769230769232,1950000
196,39370,30977,63.271,1.6097,1.7386158163265306,1960000
197,105263,31089,63.366,1.3529,1.7366578680203046,1970000
198,39062,31121,63.622,1.7623,1.7367873737373738,1980000
199,36363,31143,63.897,0.7162,1.7316587939698493,1990000
200,61728,31221,64.059,2.077,1.7333855,2000000
201,56818,31291,64.235,1.4583,1.7320169154228855,2010000
202,46728,31342,64.45,0.7009,1.7269123762376237,2020000
203,109890,31452,64.541,0.442,1.7205827586206897,2030000
204,68965,31536,64.686,0.7194,1.715675,2040000
205,44843,31582,64.909,4.211,1.7278473170731707,2050000
206,45045,31628,65.131,0.7605,1.7231514563106796,2060000
207,42918,31668,65.364,0.6474,1.7179545893719808,2070000
208,40485,31701,65.612,4.2849,1.730295673076923,2080000
209,94339,31802,65.718,0.778,1.7257392344497609,2090000
210,42372,31840,65.954,2.1697,1.7278533333333332,2100000
211,49019,31892,66.159,1.894,1.7286407582938388,2110000
212,200000,32019,66.21,0.5756,1.7232018867924528,2120000
213,48309,32070,66.417,1.793,1.7235295774647887,2130000
214,44052,32110,66.644,3.2694,1.7307532710280373,2140000
215,58823,32178,66.814,1.6513,1.7303837209302326,2150000
216,48780,32229,67.019,0.8241,1.726187962962963,2160000
217,39525,32256,67.273,3.0557,1.7323147465437787,2170000
218,45871,32300,67.491,0.6929,1.7275467889908256,2180000
219,54347,32360,67.675,4.1148,1.738447488584475,2190000
220,94339,32457,67.781,2.2434,1.7407427272727272,2200000
221,49261,32507,67.984,2.1327,1.7425162895927602,2210000
222,31545,32503,68.301,0.7881,1.738217117117117,2220000
223,23584,32448,68.725,1.0897,1.7353089686098655,2230000
224,43103,32484,68.957,1.4708,1.734128125,2240000
225,29498,32469,69.296,1.4371,1.732808,2250000
226,90090,32561,69.407,0.5997,1.7277942477876107,2260000
227,140845,32672,69.478,1.06,1.724852422907489,2270000
228,50251,32722,69.677,1.5505,1.7240877192982456,2280000
229,41666,32753,69.917,1.5799,1.7234580786026201,2290000
230,40650,32780,70.163,2.3572,1.7262134782608696,2300000
231,57142,32841,70.338,0.829,1.7223294372294373,2310000
232,28818,32821,70.685,1.2551,1.7203155172413793,2320000
233,41152,32850,70.928,1.2161,1.7181515021459228,2330000
234,32362,32848,71.237,1.1218,1.7156029914529916,2340000
235,23696,32793,71.66,1.0625,1.712823829787234,2350000
236,23980,32742,72.077,0.7274,1.7086483050847459,2360000
237,84745,32827,72.195,3.514,1.7162658227848102,2370000
238,40322,32853,72.443,0.9256,1.7129436974789916,2380000
239,20746,32773,72.925,0.7235,1.7088037656903765,2390000
240,49751,32820,73.126,1.5124,1.7079854166666666,2400000
241,65789,32888,73.278,1.6735,1.7078423236514524,2410000
242,33444,32890,73.577,0.9629,1.7047640495867769,2420000
243,31948,32886,73.891,0.9577,1.7016897119341563,2430000
244,44843,32922,74.114,2.1924,1.703700819672131,2440000
245,42553,32952,74.349,1.5561,1.7030983673469389,2450000
246,33333,32953,74.65,0.9355,1.6999780487804879,2460000
247,33783,32957,74.946,1.2873,1.6983072874493927,2470000
248,30674,32947,75.272,1.119,1.695971370967742,2480000
249,90090,33031,75.383,1.2972,1.6943698795180724,2490000
250,46296,33069,75.599,1.5798,1.6939116,2500000
251,68027,33137,75.746,1.5223,1.693227888446215,2510000
252,55865,33190,75.926,1.0269,1.69058373015873,2520000
253,40983,33215,76.17,0.7027,1.6866790513833991,2530000
254,111111,33307,76.26,1.634,1.686471653543307,2540000
255,69930,33375,76.403,0.7046,1.6826211764705883,2550000
256,44444,33407,76.629,2.1292,1.684365625,2560000
257,24630,33361,77.035,0.9883,1.6816571984435797,2570000
258,23866,33310,77.454,1.4492,1.6807562015503876,2580000
259,44444,33342,77.679,1.7499,1.681023166023166,2590000
260,108695,33431,77.771,1.012,1.67845,2600000
261,43103,33460,78.003,1.031,1.675969348659004,2610000
262,51546,33505,78.197,0.7402,1.6723977099236642,2620000
263,46082,33539,78.414,2.404,1.6751794676806084,2630000
264,32573,33536,78.721,1.3993,1.6741344696969698,2640000
265,23640,33483,79.144,0.8596,1.6710607547169811,2650000
266,75757,33553,79.276,1.3196,1.6697394736842106,2660000
267,28985,33533,79.621,1.632,1.669598127340824,2670000
268,50251,33575,79.82,1.8079,1.6701141791044776,2680000
269,23584,33522,80.244,3.5982,1.677281784386617,2690000
270,56179,33572,80.422,1.5197,1.6766981481481482,2700000
271,52083,33616,80.614,1.0399,1.674348339483395,2710000
272,200000,33720,80.664,0.6926,1.6707389705882354,2720000
273,32573,33715,80.971,1.3733,1.6696494505494506,2730000
274,57803,33767,81.144,1.1724,1.6678346715328467,2740000
275,54644,33813,81.328,2.7798,1.6718781818181818,2750000
276,34722,33816,81.616,1.5849,1.671563043478261,2760000
277,96153,33896,81.72,2.1972,1.6734606498194946,2770000
278,24813,33851,82.123,1.1097,1.6714327338129495,2780000
279,38910,33867,82.38,0.6525,1.6677806451612904,2790000
280,30769,33855,82.705,1.621,1.6676135714285714,2800000
281,33222,33852,83.006,0.9927,1.665211743772242,2810000
282,30395,33839,83.335,1.3158,1.663972695035461,2820000
283,24096,33791,83.75,1.3572,1.6628886925795052,2830000
284,34722,33794,84.038,0.8943,1.660182394366197,2840000
285,22779,33736,84.477,1.6432,1.6601228070175438,2850000
286,64516,33793,84.632,2.037,1.6614405594405595,2860000
287,34602,33796,84.921,2.5487,1.664532055749129,2870000
288,69444,33856,85.065,1.9045,1.6653652777777779,2880000
289,67114,33914,85.214,0.5978,1.6616712802768165,2890000
290,78740,33981,85.341,2.5408,1.6647027586206897,2900000
291,66225,34038,85.492,2.5455,1.6677295532646048,2910000
292,30769,34025,85.817,2.2019,1.669558904109589,2920000
293,103092,34103,85.914,1.1879,1.6679150170648465,2930000
294,46296,34134,86.13,1.345,1.6668166666666666,2940000
295,71942,34195,86.269,3.9731,1.6746345762711865,2950000
296,54054,34237,86.454,1.32,1.6734364864864866,2960000
297,69930,34296,86.597,0.4189,1.6692124579124579,2970000
298,44247,34322,86.823,0.9952,1.6669506711409396,2980000
299,103092,34399,86.92,0.2819,1.6623183946488294,2990000
300,29850,34381,87.255,1.1341,1.6605576666666666,3000000
301,43668,34406,87.484,3.0123,1.6650485049833887,3010000
302,31152,34394,87.805,1.5824,1.664774834437086,3020000
303,47846,34426,88.014,1.4295,1.6639983498349835,3030000
304,24630,34381,88.42,2.0541,1.6652815789473685,3040000
305,30395,34366,88.749,0.9024,1.6627803278688524,3050000
306,54054,34407,88.934,1.2686,1.6614921568627452,3060000
307,29761,34389,89.271,0.6792,1.6582925081433224,3070000
308,57471,34434,89.445,0.8278,1.6555961038961038,3080000
309,28571,34411,89.795,0.8115,1.6528644012944984,3090000
310,53763,34451,89.981,1.681,1.6529551612903226,3100000
311,28490,34428,90.332,1.5099,1.6524951768488747,3110000
312,31847,34419,90.646,1.0932,1.650702564102564,3120000
313,54347,34459,90.83,0.948,1.6484575079872203,3130000
314,21929,34397,91.286,1.0375,1.6465117834394905,3140000
315,55248,34438,91.467,0.7091,1.6435358730158731,3150000
316,29850,34421,91.802,1.6114,1.64343417721519,3160000
317,40983,34439,92.046,1.8399,1.6440539432176655,3170000
318,42372,34459,92.283,2.4139,1.6464748427672955,3180000
319,46728,34487,92.497,3.656,1.6527742946708464,3190000
320,65359,34538,92.65,0.3477,1.6486959375,3200000
321,35842,34542,92.93,2.2219,1.6504816199376946,3210000
322,47393,34571,93.141,1.0484,1.648611801242236,3220000
323,86206,34635,93.257,1.7822,1.649025386996904,3230000
324,26809,34604,93.63,1.3201,1.6480101851851852,3240000
325,86956,34668,93.745,1.2582,1.6468107692307692,3250000
326,68493,34721,93.891,2.56,1.649611963190184,3260000
327,23640,34671,94.314,0.8648,1.6472119266055045,3270000
328,53191,34708,94.502,1.7803,1.6476176829268292,3280000
329,64102,34756,94.658,0.9473,1.64548905775076,3290000
330,45871,34782,94.876,1.2916,1.6444166666666666,3300000
331,38759,34793,95.134,0.7512,1.6417181268882175,3310000
332,106382,34863,95.228,0.7599,1.6390620481927711,3320000
333,68493,34915,95.374,0.6021,1.635948048048048,3330000
334,53475,34951,95.561,0.7457,1.633282634730539,3340000
335,68493,35002,95.708,1.2592,1.6321659701492537,3350000
336,20876,34931,96.187,0.8049,1.629703869047619,3360000
337,31152,34919,96.508,1.4633,1.6292100890207715,3370000
338,65789,34967,96.66,1.0368,1.627457396449704,3380000
339,87719,35030,96.774,0.5799,1.624367256637168,3390000
340,46296,35055,96.99,1.1206,1.6228855882352942,3400000
341,106382,35124,97.084,1.1282,1.6214348973607038,3410000
342,64935,35171,97.238,3.6772,1.6274459064327484,3420000
343,45045,35193,97.46,2.0504,1.6286790087463556,3430000
344,55248,35231,97.641,0.7046,1.6259927325581396,3440000
345,34843,35229,97.928,2.1197,1.627423768115942,3450000
346,77519,35285,98.057,1.4693,1.6269667630057802,3460000
347,38167,35293,98.319,3.0119,1.630957925072046,3470000
348,29673,35274,98.656,1.6015,1.630873275862069,3480000
349,100000,35339,98.756,0.42,1.6274037249283668,3490000
350,51020,35370,98.952,1.6843,1.6275662857142856,3500000
351,24570,35326,99.359,1.638,1.6275960113960113,3510000
352,34246,35323,99.651,1.1062,1.6261147727272727,3520000
353,42553,35340,99.886,1.1972,1.624899716713881,3530000
354,46728,35364,100.1,1.197,1.6236909604519774,3540000
355,70422,35414,100.242,1.1883,1.6224645070422534,3550000
356,45045,35435,100.464,1.1291,1.6210786516853932,3560000
357,31645,35423,100.78,1.3307,1.6202652661064425,3570000
358,32894,35416,101.084,3.8414,1.6264695530726256,3580000
359,81300,35471,101.207,2.8131,1.629774930362117,3590000
360,45248,35493,101.428,2.3985,1.6319102777777779,3600000
361,34722,35490,101.717,2.0505,1.6330698060941828,3610000
362,30959,35476,102.04,0.5019,1.6299450276243095,3620000
363,22988,35423,102.475,1.5731,1.6297884297520662,3630000
364,32258,35413,102.785,3.3486,1.6345104395604395,3640000
365,88495,35472,102.898,0.8185,1.632274794520548,3650000
366,19120,35389,103.421,0.6938,1.629710655737705,3660000
367,71428,35438,103.561,2.6145,1.6323940054495913,3670000
368,51813,35468,103.754,1.5825,1.6322584239130435,3680000
369,97087,35529,103.857,1.1432,1.6309330623306233,3690000
370,29940,35511,104.191,1.7063,1.6311367567567567,3700000
371,72992,35560,104.328,4.7244,1.6394743935309972,3710000
372,44052,35579,104.556,0.8159,1.6372604838709677,3720000
373,32786,35570,104.861,1.3232,1.6364184986595174,3730000
374,44444,35589,105.086,1.3228,1.6355799465240641,3740000
375,51020,35618,105.282,0.6868,1.6330498666666666,3750000
376,30487,35602,105.61,1.1058,1.6316476063829788,3760000
377,76335,35653,105.741,0.776,1.6293779840848805,3770000
378,47393,35676,105.952,2.7938,1.6324584656084655,3780000
379,48076,35700,106.16,2.3545,1.6343635883905012,3790000
380,33112,35693,106.462,1.2044,1.633232105263158,3800000
381,90090,35750,106.573,0.7039,1.6307929133858268,3810000
382,28011,35724,106.93,0.844,1.6287332460732984,3820000
383,36363,35725,107.205,1.2184,1.6276618798955613,3830000
384,59880,35763,107.372,3.8351,1.6334104166666668,3840000
385,47846,35786,107.581,1.9157,1.6341436363636364,3850000
386,98039,35845,107.683,0.83,1.6320603626943004,3860000
387,46948,35867,107.896,3.9912,1.638156330749354,3870000
388,64102,35908,108.052,0.7988,1.6359930412371133,3880000
389,30303,35891,108.382,2.3837,1.6379151670951158,3890000
390,50000,35917,108.582,3.3968,1.6424251282051283,3900000
391,69930,35962,108.725,0.527,1.639572378516624,3910000
392,46728,35983,108.939,0.9001,1.637685969387755,3920000
393,19455,35905,109.453,1.878,1.638297455470738,3930000
394,31545,35893,109.77,0.9103,1.6364497461928933,3940000
395,23923,35847,110.188,0.9554,1.6347255696202532,3950000
396,47619,35870,110.398,1.2335,1.6337123737373738,3960000
397,95238,35926,110.503,1.0021,1.6321214105793451,3970000
398,39370,35934,110.757,0.8447,1.6301429648241206,3980000
399,55248,35966,110.938,1.6463,1.6301834586466166,3990000
400,68027,36008,111.085,3.3156,1.634397,4000000
401,37313,36011,111.353,0.6513,1.631945386533666,4010000
402,33333,36004,111.653,3.3475,1.6362129353233832,4020000
403,103092,36062,111.75,1.3472,1.6354957816377171,4030000
404,40816,36073,111.995,1.5208,1.6352118811881189,4040000
405,42918,36087,112.228,1.434,1.634715061728395,4050000
406,50000,36112,112.428,1.0229,1.6332081280788178,4060000
407,23866,36066,112.847,1.1963,1.6321346437346438,4070000
408,45045,36084,113.069,1.5827,1.6320134803921569,4080000
409,46082,36103,113.286,0.6581,1.6296322738386309,4090000
410,32894,36094,113.591,0.8442,1.6277165853658537,4100000
411,51020,36120,113.787,1.5637,1.6275608272506084,4110000
412,31152,36106,114.108,1.88,1.6281735436893203,4120000
413,46728,36125,114.323,1.5811,1.628059564164649,4130000
414,60975,36161,114.487,1.1855,1.626990579710145,4140000
415,55555,36191,114.667,2.2103,1.6283961445783133,4150000
416,48543,36213,114.873,1.6594,1.6284706730769232,4160000
417,91743,36266,114.982,1.1079,1.6272223021582735,4170000
418,36900,36268,115.253,1.02,1.6257696172248803,4180000
419,38910,36273,115.51,3.0649,1.6292042959427209,4190000
420,48543,36295,115.716,0.8276,1.6272957142857143,4200000
421,23980,36251,116.133,2.7715,1.630013539192399,4210000
422,31645,36239,116.449,1.0826,1.6287163507109004,4220000
423,100000,36293,116.549,2.2111,1.6300931442080377,4230000
424,42553,36306,116.784,1.1454,1.62895,4240000
425,49751,36329,116.985,1.7481,1.6292303529411765,4250000
426,36231,36329,117.261,0.55,1.6266969483568074,4260000
427,49019,36351,117.465,1.2911,1.6259110070257612,4270000
428,64935,36388,117.619,1.856,1.6264485981308412,4280000
429,106382,36444,117.713,0.3751,1.6235317016317017,4290000
430,23980,36400,118.13,0.7906,1.6215946511627908,4300000
431,90090,36450,118.242,0.8203,1.619735498839907,4310000
432,49751,36473,118.443,2.5397,1.6218650462962962,4320000
433,56179,36502,118.621,2.3435,1.6235316397228639,4330000
434,50761,36526,118.818,1.0799,1.6222790322580645,4340000
435,88495,36575,118.931,1.2111,1.6213337931034484,4350000
436,39840,36582,119.182,0.9325,1.6197538990825688,4360000
437,50251,36605,119.381,1.4697,1.6194105263157894,4370000
438,33112,36596,119.683,1.5344,1.6192164383561645,4380000
439,64935,36633,119.837,1.674,1.6193412300683372,4390000
440,24390,36591,120.247,1.2716,1.6185509090909092,4400000
441,54054,36618,120.432,1.4726,1.618219954648526,4410000
442,46948,36636,120.645,1.3903,1.6177042986425338,4420000
443,61728,36670,120.807,0.487,1.6151519187358916,4430000
444,48076,36689,121.015,0.498,1.6126358108108108,4440000
445,23255,36642,121.445,0.8947,1.6110224719101123,4450000
446,31250,36627,121.765,1.7056,1.6112345291479822,4460000
447,48076,36647,121.973,4.5684,1.6178501118568234,4470000
448,22779,36597,122.412,1.4163,1.6174002232142857,4480000
449,71428,36637,122.552,0.9343,1.615878841870824,4490000
450,49751,36658,122.753,1.5455,1.6157224444444445,4500000
451,35971,36657,123.031,0.7837,1.6138776053215078,4510000
452,59523,36688,123.199,1.0954,1.6127305309734514,4520000
453,33112,36679,123.501,1.7345,1.6129993377483445,4530000
454,44843,36694,123.724,1.831,1.6134795154185022,4540000
455,32154,36683,124.035,1.7273,1.6137296703296704,4550000
456,32258,36672,124.345,1.1081,1.6126208333333334,4560000
457,44843,36686,124.568,0.5277,1.610246827133479,4570000
458,35842,36684,124.847,1.4689,1.609938209606987,4580000
459,23310,36639,125.276,0.8105,1.60819651416122,4590000
460,44642,36653,125.5,0.5609,1.6059197826086957,4600000
461,24570,36614,125.907,1.3236,1.6053073752711498,4610000
462,28328,36591,126.26,1.123,1.6042634199134198,4620000
463,34602,36586,126.549,0.4833,1.6018423326133908,4630000
464,63694,36619,126.707,0.6712,1.5998366379310345,4640000
465,41322,36628,126.949,1.0229,1.5985959139784947,4650000
466,33557,36621,127.247,1.7468,1.598913948497854,4660000
467,68027,36657,127.395,1.5608,1.5988323340471091,4670000
468,45662,36673,127.614,0.8168,1.5971613247863248,4680000
469,52910,36697,127.803,1.3155,1.5965607675906184,4690000
470,28409,36674,128.155,2.141,1.5977191489361702,4700000
471,70921,36711,128.296,2.6463,1.5999454352441613,4710000
472,31545,36699,128.613,1.2798,1.599267161016949,4720000
473,34129,36693,128.906,1.3078,1.598650951374207,4730000
474,39682,36699,129.158,3.0473,1.6017071729957806,4740000
475,56818,36726,129.334,1.4526,1.6013932631578947,4750000
